E_ch,E_te,E_ad,E_se,Ip_ch,Ip_te,Ip_ad,Ip_se,Ias_ch,Ias_te,Ias_ad,Ias_se,Ips_ch,Ips_te,Ips_ad,Ips_se,Ims_ch,Ims_te,Ims_ad,Ims_se,Iss_ch,Iss_te,Iss_ad,Iss_se,W_ch,W_te,W_ad,W_se,H_ch,H_te,H_ad,H_se,R_ch,R_te,R_ad,R_se
16287.0,11247.0,20524.0,2012.0,6637.0,4760.0,8855.0,855.0,3652.0,2729.0,5028.0,529.0,3706.0,2573.0,1467.0,148.0,1802.0,1265.0,5515.0,366.0,36.0,6.0,176.0,160.0,63.0,16.0,314.0,249.0,295.0,79.0,2623.0,2847.0,3931564.0,3641080.0,12134508.0,2253700.0
12907.0,8760.0,16236.0,1605.0,5252.0,3734.0,6784.0,679.0,2817.0,1933.0,3963.0,387.0,2866.0,2022.0,1122.0,124.0,1425.0,923.0,4216.0,293.0,26.0,7.0,140.0,132.0,45.0,14.0,244.0,177.0,192.0,58.0,1878.0,1762.0,3728923.0,3555062.0,11083156.0,2075638.0
16344.0,11912.0,21183.0,2141.0,6904.0,4816.0,8846.0,904.0,3829.0,2623.0,5189.0,535.0,3683.0,2741.0,1535.0,145.0,1880.0,1284.0,5733.0,417.0,35.0,10.0,251.0,160.0,55.0,18.0,351.0,263.0,297.0,87.0,2807.0,2777.0,3953377.0,3654703.0,12173870.0,2259228.0
12460.0,8587.0,15376.0,1381.0,5041.0,3420.0,6527.0,618.0,2800.0,1827.0,3641.0,343.0,2721.0,1808.0,1078.0,119.0,1395.0,930.0,4055.0,297.0,28.0,9.0,164.0,115.0,35.0,12.0,235.0,187.0,158.0,52.0,1697.0,1641.0,3685813.0,3532467.0,10948643.0,2053373.0
15474.0,10930.0,19638.0,2002.0,6326.0,4589.0,8406.0,772.0,3440.0,2551.0,4686.0,511.0,3411.0,2442.0,1354.0,147.0,1705.0,1192.0,5147.0,327.0,27.0,7.0,201.0,149.0,43.0,18.0,319.0,258.0,259.0,84.0,2572.0,2429.0,3885071.0,3623999.0,11852272.0,2204429.0
13117.0,9217.0,16547.0,1555.0,5463.0,3801.0,6883.0,656.0,2908.0,2050.0,3931.0,389.0,2947.0,2024.0,1167.0,135.0,1434.0,959.0,4297.0,273.0,28.0,9.0,158.0,116.0,49.0,13.0,259.0,204.0,221.0,53.0,1823.0,1807.0,3728041.0,3547950.0,11071656.0,2072465.0
16145.0,11380.0,20524.0,1991.0,6642.0,4808.0,8458.0,848.0,3632.0,2595.0,4875.0,525.0,3589.0,2557.0,1505.0,149.0,1805.0,1325.0,5345.0,371.0,35.0,8.0,212.0,156.0,45.0,17.0,333.0,253.0,279.0,76.0,2732.0,2605.0,3914175.0,3634741.0,12040066.0,2237711.0
16234.0,11353.0,20144.0,1994.0,6589.0,4711.0,8473.0,876.0,3591.0,2587.0,4770.0,491.0,3594.0,2490.0,1408.0,140.0,1787.0,1241.0,5332.0,333.0,36.0,9.0,186.0,132.0,52.0,9.0,361.0,243.0,279.0,71.0,2534.0,2394.0,3837479.0,3594684.0,11794511.0,2196026.0
12059.0,8638.0,16469.0,1672.0,5027.0,3748.0,6995.0,706.0,2913.0,2056.0,4284.0,476.0,3029.0,2045.0,1299.0,167.0,1427.0,994.0,4718.0,320.0,32.0,9.0,175.0,153.0,55.0,8.0,306.0,252.0,383.0,98.0,3664.0,3990.0,4505154.0,3988516.0,14122634.0,2618797.0
15037.0,10659.0,18643.0,1827.0,6225.0,4263.0,7777.0,771.0,3427.0,2379.0,4506.0,466.0,3313.0,2342.0,1309.0,139.0,1550.0,1140.0,4851.0,309.0,32.0,9.0,184.0,134.0,54.0,18.0,315.0,227.0,229.0,63.0,2029.0,1973.0,3717587.0,3526342.0,11270256.0,2106465.0
15872.0,11178.0,20364.0,2039.0,6656.0,4742.0,8695.0,875.0,3536.0,2545.0,5039.0,528.0,3766.0,2611.0,1454.0,152.0,1783.0,1276.0,5633.0,398.0,37.0,12.0,206.0,151.0,56.0,18.0,365.0,297.0,319.0,88.0,3064.0,3067.0,4069568.0,3716478.0,12641869.0,2346806.0
13131.0,9186.0,16551.0,1680.0,5484.0,3714.0,7035.0,702.0,2955.0,2010.0,3879.0,369.0,2982.0,2026.0,1192.0,120.0,1454.0,1064.0,4284.0,256.0,19.0,8.0,158.0,121.0,49.0,9.0,248.0,196.0,220.0,67.0,1855.0,1826.0,3731594.0,3551623.0,11091327.0,2074489.0
16237.0,11710.0,20612.0,2125.0,6746.0,4818.0,8827.0,888.0,3693.0,2551.0,4987.0,519.0,3696.0,2578.0,1547.0,167.0,1810.0,1314.0,5529.0,393.0,36.0,7.0,183.0,161.0,59.0,14.0,367.0,259.0,324.0,78.0,2791.0,2819.0,3949664.0,3654378.0,12195068.0,2267209.0
15524.0,11204.0,20410.0,1998.0,6435.0,4516.0,8653.0,889.0,3499.0,2612.0,4903.0,535.0,3539.0,2495.0,1508.0,144.0,1756.0,1338.0,5417.0,368.0,38.0,9.0,183.0,151.0,58.0,16.0,345.0,265.0,294.0,98.0,2940.0,2880.0,4008024.0,3685756.0,12364951.0,2294936.0
15332.0,11142.0,20075.0,2030.0,6324.0,4664.0,8326.0,830.0,3545.0,2462.0,4796.0,523.0,3557.0,2567.0,1512.0,161.0,1738.0,1228.0,5414.0,337.0,32.0,7.0,215.0,169.0,58.0,12.0,338.0,253.0,287.0,87.0,2784.0,2800.0,4015072.0,3694866.0,12315214.0,2290128.0
12318.0,8986.0,17195.0,1799.0,5273.0,3807.0,7450.0,777.0,2998.0,2135.0,4431.0,515.0,3067.0,2098.0,1310.0,135.0,1505.0,1141.0,4867.0,365.0,37.0,8.0,189.0,148.0,51.0,10.0,323.0,264.0,288.0,85.0,3675.0,3997.0,4436169.0,3942957.0,13910309.0,2580111.0
16137.0,11456.0,20808.0,1990.0,6642.0,4764.0,8599.0,825.0,3663.0,2554.0,4970.0,533.0,3705.0,2627.0,1460.0,164.0,1829.0,1263.0,5508.0,360.0,37.0,11.0,197.0,172.0,63.0,19.0,372.0,251.0,301.0,88.0,2972.0,2964.0,4020587.0,3694099.0,12417516.0,2306376.0
16050.0,11587.0,20666.0,2045.0,6503.0,4805.0,8515.0,852.0,3598.0,2720.0,4970.0,524.0,3515.0,2649.0,1499.0,161.0,1872.0,1272.0,5510.0,347.0,25.0,9.0,242.0,165.0,57.0,11.0,364.0,266.0,296.0,68.0,2844.0,2939.0,4002689.0,3685827.0,12409332.0,2305543.0
14306.0,10386.0,19177.0,1934.0,6084.0,4411.0,8092.0,811.0,3354.0,2414.0,4924.0,519.0,3439.0,2542.0,1450.0,140.0,1666.0,1130.0,5316.0,405.0,24.0,10.0,214.0,172.0,35.0,15.0,356.0,258.0,336.0,77.0,3319.0,3454.0,4235485.0,3822417.0,13164069.0,2443625.0
16179.0,11316.0,20499.0,1956.0,6680.0,4773.0,8868.0,859.0,3746.0,2605.0,4960.0,541.0,3704.0,2652.0,1506.0,175.0,1846.0,1254.0,5627.0,394.0,37.0,15.0,221.0,149.0,58.0,9.0,329.0,264.0,317.0,91.0,2929.0,3059.0,4006718.0,3690010.0,12421651.0,2309086.0
14680.0,10273.0,18180.0,1733.0,6046.0,4246.0,7584.0,734.0,3210.0,2329.0,4276.0,466.0,3247.0,2286.0,1303.0,140.0,1582.0,1166.0,4706.0,279.0,37.0,6.0,190.0,130.0,50.0,22.0,287.0,202.0,226.0,43.0,1955.0,1910.0,3703096.0,3522355.0,11260261.0,2103017.0
