all-median,all-p1,all-p2,time,date,hosp_pred
1425.5,804.4,2565.999999999998,2021-03-13,2021-03-13,1171.0
1439.5,787.775,2603.6249999999995,2021-03-14,2021-03-14,1064.0
1451.0,780.95,2685.574999999999,2021-03-15,2021-03-15,1570.0
1467.5,805.025,2713.0249999999983,2021-03-16,2021-03-16,1463.0
1488.0,814.625,2798.124999999998,2021-03-17,2021-03-17,1513.0
1536.0,824.375,2832.4499999999985,2021-03-18,2021-03-18,1510.0
1541.0,810.85,2820.9249999999984,2021-03-19,2021-03-19,1704.0
1566.5,840.925,2999.624999999998,2021-03-20,2021-03-20,1289.0
1627.5,861.85,2964.274999999999,2021-03-21,2021-03-21,1176.0
1633.5,874.4,3180.424999999998,2021-03-22,2021-03-22,1721.0
1645.0,916.75,3097.2249999999985,2021-03-23,2021-03-23,1816.0
1688.5,902.075,3234.1499999999987,2021-03-24,2021-03-24,1648.0
1716.0,944.375,3298.674999999999,2021-03-25,2021-03-25,1801.0
1755.5,948.4,3390.399999999998,2021-03-26,2021-03-26,1763.0
1787.0,963.575,3461.024999999999,2021-03-27,2021-03-27,1446.0
1824.0,948.15,3447.449999999998,2021-03-28,2021-03-28,1258.0
1815.0,995.425,3514.075,2021-03-29,2021-03-29,1957.0
1842.5,984.325,3488.349999999998,2021-03-30,2021-03-30,1886.0
1862.0,953.5,3467.6999999999975,2021-03-31,2021-03-31,1802.0
1853.5,950.75,3508.1499999999996,2021-04-01,2021-04-01,1878.0
1825.5,940.7,3501.449999999998,2021-04-02,2021-04-02,1926.0
1832.5,938.825,3467.0999999999995,2021-04-03,2021-04-03,1587.0
1813.5,938.275,3475.174999999998,2021-04-04,2021-04-04,1459.0
1770.0,970.025,3394.8999999999996,2021-04-05,2021-04-05,1590.0
1807.0,943.075,3310.1999999999985,2021-04-06,2021-04-06,2037.0
1810.0,946.7,3343.3999999999996,2021-04-07,2021-04-07,1741.0
1776.5,918.45,3305.974999999999,2021-04-08,2021-04-08,1828.0
1782.5,926.95,3305.599999999998,2021-04-09,2021-04-09,1916.0
1745.5,952.7,3143.124999999998,2021-04-10,2021-04-10,1657.0
1752.0,931.425,3240.9749999999985,2021-04-11,2021-04-11,1379.0
1781.0,951.85,3197.7499999999995,2021-04-12,2021-04-12,1863.0
1753.0,930.25,3181.6999999999985,2021-04-13,2021-04-13,1768.0
1752.0,955.0,3183.449999999998,2021-04-14,2021-04-14,1753.0
1767.0,923.425,3129.6499999999996,2021-04-15,2021-04-15,1698.0
1754.0,911.25,3024.549999999998,2021-04-16,2021-04-16,1674.0
1738.0,934.875,3011.199999999998,2021-04-17,2021-04-17,1452.0
1687.0,899.125,2903.9749999999995,2021-04-18,2021-04-18,1259.0
1677.0,900.7,2843.1999999999975,2021-04-19,2021-04-19,1815.0
1634.5,895.475,2700.324999999999,2021-04-20,2021-04-20,1768.0
1567.0,895.85,2651.525,2021-04-21,2021-04-21,1659.0
1557.0,847.175,2548.3749999999995,2021-04-22,2021-04-22,1524.0
1494.0,831.475,2464.4249999999993,2021-04-23,2021-04-23,1638.0
1461.0,818.325,2392.4999999999995,2021-04-24,2021-04-24,1262.0
1377.0,783.075,2296.3499999999995,2021-04-25,2021-04-25,1110.0
1353.0,757.95,2179.449999999999,2021-04-26,2021-04-26,1559.0
1309.0,750.55,2063.875,2021-04-27,2021-04-27,1522.0
1273.5,719.8,2022.9499999999996,2021-04-28,2021-04-28,1400.0
1199.5,668.85,1906.5249999999987,2021-04-29,2021-04-29,1263.0
1187.0,671.775,1766.0249999999994,2021-04-30,2021-04-30,1354.0
1132.5,631.425,1733.8499999999997,2021-05-01,2021-05-01,966.0
1085.0,630.2,1581.7999999999993,2021-05-02,2021-05-02,872.0
1048.5,592.075,1599.975,2021-05-03,2021-05-03,1159.0
976.5,588.425,1463.624999999999,2021-05-04,2021-05-04,1112.0
958.5,582.9,1406.1999999999996,2021-05-05,2021-05-05,971.0
906.0,530.95,1300.4999999999998,2021-05-06,2021-05-06,1047.0
860.5,522.975,1265.1,2021-05-07,2021-05-07,912.0
812.5,472.275,1156.0,2021-05-08,2021-05-08,731.0
782.0,457.475,1040.1,2021-05-09,2021-05-09,651.0
718.5,421.55,970.875,2021-05-10,2021-05-10,914.0
667.5,397.55,927.725,2021-05-11,2021-05-11,757.0
620.0,374.8,808.7249999999999,2021-05-12,2021-05-12,679.0
567.0,354.9,748.0999999999999,2021-05-13,2021-05-13,550.0
541.0,317.95,691.675,2021-05-14,2021-05-14,654.0
502.0,313.375,636.0999999999999,2021-05-15,2021-05-15,517.0
460.0,305.0,618.3999999999999,2021-05-16,2021-05-16,450.0
440.5,285.425,586.5749999999999,2021-05-17,2021-05-17,670.0
421.0,258.275,555.3999999999999,2021-05-18,2021-05-18,568.0
402.0,256.275,507.8749999999999,2021-05-19,2021-05-19,548.0
375.5,239.325,475.7249999999999,2021-05-20,2021-05-20,494.0
351.5,239.85,459.525,2021-05-21,2021-05-21,506.0
341.0,234.475,440.39999999999986,2021-05-22,2021-05-22,442.0
338.5,217.275,399.525,2021-05-23,2021-05-23,336.0
323.5,211.225,389.0499999999999,2021-05-24,2021-05-24,394.0
317.0,199.85,371.525,2021-05-25,2021-05-25,414.0
302.0,203.0,361.575,2021-05-26,2021-05-26,457.0
300.0,194.75,337.62499999999994,2021-05-27,2021-05-27,442.0
283.0,194.425,336.67499999999995,2021-05-28,2021-05-28,378.0
274.5,197.9,324.15,2021-05-29,2021-05-29,353.0
270.0,186.375,316.525,2021-05-30,2021-05-30,248.0
262.0,188.9,296.525,2021-05-31,2021-05-31,387.0
251.0,191.475,290.525,2021-06-01,2021-06-01,364.0
243.5,171.95,290.0,2021-06-02,2021-06-02,390.0
237.0,182.425,283.525,2021-06-03,2021-06-03,290.0
230.0,175.85,270.7249999999999,2021-06-04,2021-06-04,316.0
226.5,176.8,262.0,2021-06-05,2021-06-05,222.0
220.5,160.0,250.525,2021-06-06,2021-06-06,185.0
215.0,165.475,249.05,2021-06-07,2021-06-07,302.0
208.0,159.375,248.525,2021-06-08,2021-06-08,253.0
207.0,155.275,237.525,2021-06-09,2021-06-09,227.0
200.5,152.9,229.525,2021-06-10,2021-06-10,229.0
191.0,148.8,219.525,2021-06-11,2021-06-11,207.0
188.0,137.95,222.62499999999991,2021-06-12,2021-06-12,175.0
182.0,148.85,211.67499999999995,2021-06-13,2021-06-13,146.0
185.5,157.475,218.0,2021-06-14,2021-06-14,181.0
175.5,138.425,204.05,2021-06-15,2021-06-15,167.0
161.0,121.9,198.525,2021-06-16,2021-06-16,150.0
152.0,119.475,184.575,2021-06-17,2021-06-17,131.0
141.0,106.425,161.0,2021-06-18,2021-06-18,115.0
128.5,103.425,152.04999999999998,2021-06-19,2021-06-19,102.0
122.5,96.475,147.52499999999998,2021-06-20,2021-06-20,90.0
113.5,83.0,140.04999999999998,2021-06-21,2021-06-21,120.0
107.0,78.475,128.09999999999997,2021-06-22,2021-06-22,122.0
100.0,71.95,121.04999999999998,2021-06-23,2021-06-23,104.0
95.0,67.425,116.57499999999996,2021-06-24,2021-06-24,99.0
86.0,58.475,114.04999999999998,2021-06-25,2021-06-25,82.0
79.0,57.475,104.0,2021-06-26,2021-06-26,69.0
79.0,60.0,97.0,2021-06-27,2021-06-27,57.0
75.0,51.425,92.525,2021-06-28,2021-06-28,90.0
70.0,46.0,90.0,2021-06-29,2021-06-29,95.0
67.0,45.375,81.52499999999999,2021-06-30,2021-06-30,80.0
63.5,44.0,84.04999999999998,2021-07-01,2021-07-01,64.0
61.5,37.375,81.57499999999997,2021-07-02,2021-07-02,77.0
59.0,35.475,79.57499999999997,2021-07-03,2021-07-03,54.0
58.0,36.425,79.04999999999998,2021-07-04,2021-07-04,57.0
57.0,32.95,75.52499999999999,2021-07-05,2021-07-05,78.0
54.0,30.0,76.0,2021-07-06,2021-07-06,74.0
54.5,28.85,75.0,2021-07-07,2021-07-07,88.0
53.0,29.95,76.04999999999998,2021-07-08,2021-07-08,80.0
54.0,23.0,77.0,2021-07-09,2021-07-09,97.0
59.0,28.9,83.04999999999998,2021-07-10,2021-07-10,80.0
65.5,34.0,89.04999999999998,2021-07-11,2021-07-11,70.0
71.0,35.95,106.0,2021-07-12,2021-07-12,90.0
80.0,35.475,113.04999999999998,2021-07-13,2021-07-13,125.0
92.5,43.475,130.0,2021-07-14,2021-07-14,98.0
99.0,45.425,141.09999999999997,2021-07-15,2021-07-15,123.0
110.0,49.475,165.04999999999998,2021-07-16,2021-07-16,124.0
131.0,51.475,180.525,2021-07-17,2021-07-17,155.0
146.0,58.9,207.525,2021-07-18,2021-07-18,124.0
161.0,60.425,232.525,2021-07-19,2021-07-19,203.0
172.0,57.0,258.7249999999999,2021-07-20,2021-07-20,193.0
198.5,83.425,285.4499999999998,2021-07-21,2021-07-21,248.0
213.0,76.925,323.19999999999993,2021-07-22,2021-07-22,237.0
240.0,91.425,355.39999999999986,2021-07-23,2021-07-23,264.0
255.0,103.925,385.0,2021-07-24,2021-07-24,262.0
281.5,103.65,448.525,2021-07-25,2021-07-25,296.0
320.5,115.9,485.62499999999994,2021-07-26,2021-07-26,359.0
342.0,132.175,550.9749999999998,2021-07-27,2021-07-27,401.0
391.0,130.125,595.8249999999999,2021-07-28,2021-07-28,405.0
425.0,140.425,646.5749999999999,2021-07-29,2021-07-29,465.0
455.0,148.625,708.525,2021-07-30,2021-07-30,467.0
501.5,153.425,790.525,2021-07-31,2021-07-31,438.0
533.0,150.3,870.1999999999999,2021-08-01,2021-08-01,365.0
600.5,169.825,962.2,2021-08-02,2021-08-02,545.0
660.5,206.35,1070.7499999999998,2021-08-03,2021-08-03,572.0
706.0,212.525,1124.7499999999998,2021-08-04,2021-08-04,539.0
745.0,223.75,1253.3,2021-08-05,2021-08-05,571.0
788.0,222.775,1337.2999999999995,2021-08-06,2021-08-06,577.0
791.0,233.175,1365.05,2021-08-07,2021-08-07,551.0
841.0,233.4,1440.6999999999998,2021-08-08,2021-08-08,425.0
842.0,220.3,1424.3,2021-08-09,2021-08-09,665.0
833.5,230.6,1450.725,2021-08-10,2021-08-10,640.0
847.0,237.675,1449.525,2021-08-11,2021-08-11,661.0
852.5,208.75,1436.8249999999998,2021-08-12,2021-08-12,603.0
806.5,213.5,1439.1,2021-08-13,2021-08-13,633.0
802.0,202.125,1414.8999999999996,2021-08-14,2021-08-14,586.0
774.5,206.625,1420.8749999999998,2021-08-15,2021-08-15,519.0
759.5,207.025,1386.35,2021-08-16,2021-08-16,644.0
736.5,179.575,1354.0749999999998,2021-08-17,2021-08-17,625.0
726.0,166.05,1315.05,2021-08-18,2021-08-18,645.0
695.0,169.45,1234.0,2021-08-19,2021-08-19,620.0
670.5,159.125,1211.925,2021-08-20,2021-08-20,582.0
641.0,142.95,1183.925,2021-08-21,2021-08-21,516.0
620.0,145.525,1130.775,2021-08-22,2021-08-22,527.0
605.0,138.7,1081.675,2021-08-23,2021-08-23,636.0
583.5,121.525,1057.525,2021-08-24,2021-08-24,585.0
524.5,124.025,1010.575,2021-08-25,2021-08-25,545.0
506.0,118.1,962.625,2021-08-26,2021-08-26,551.0
489.0,97.55,899.2499999999999,2021-08-27,2021-08-27,561.0
464.5,100.925,850.1999999999999,2021-08-28,2021-08-28,387.0
436.5,110.875,821.1999999999999,2021-08-29,2021-08-29,406.0
414.5,80.975,790.2499999999999,2021-08-30,2021-08-30,542.0
386.5,71.45,706.525,2021-08-31,2021-08-31,489.0
351.5,74.95,696.525,2021-09-01,2021-09-01,462.0
338.5,70.125,658.15,2021-09-02,2021-09-02,463.0
314.5,70.325,614.675,2021-09-03,2021-09-03,429.0
303.5,60.175,561.5749999999999,2021-09-04,2021-09-04,384.0
266.0,50.75,512.0,2021-09-05,2021-09-05,310.0
237.0,48.75,487.525,2021-09-06,2021-09-06,417.0
220.0,40.425,437.1,2021-09-07,2021-09-07,392.0
204.0,37.7,411.525,2021-09-08,2021-09-08,420.0
191.5,39.95,373.1,2021-09-09,2021-09-09,352.0
182.5,35.75,370.2499999999999,2021-09-10,2021-09-10,340.0
177.0,36.325,340.19999999999993,2021-09-11,2021-09-11,297.0
169.0,33.325,328.2499999999999,2021-09-12,2021-09-12,248.0
165.0,28.95,327.7249999999999,2021-09-13,2021-09-13,295.0
154.5,34.95,323.0,2021-09-14,2021-09-14,336.0
152.0,24.85,306.04999999999995,2021-09-15,2021-09-15,265.0
148.5,28.8,307.67499999999995,2021-09-16,2021-09-16,234.0
150.0,30.9,324.525,2021-09-17,2021-09-17,241.0
153.5,26.375,307.15,2021-09-18,2021-09-18,218.0
153.0,28.75,320.8749999999999,2021-09-19,2021-09-19,194.0
144.0,27.95,309.575,2021-09-20,2021-09-20,242.0
145.0,21.375,292.0,2021-09-21,2021-09-21,200.0
144.0,25.75,304.575,2021-09-22,2021-09-22,217.0
147.0,25.325,294.0,2021-09-23,2021-09-23,194.0
140.5,25.475,298.62499999999994,2021-09-24,2021-09-24,190.0
148.0,21.475,301.67499999999995,2021-09-25,2021-09-25,167.0
144.5,20.95,292.525,2021-09-26,2021-09-26,142.0
139.5,26.95,297.04999999999995,2021-09-27,2021-09-27,180.0
139.0,25.8,292.62499999999994,2021-09-28,2021-09-28,179.0
135.5,29.9,294.575,2021-09-29,2021-09-29,196.0
135.5,23.475,276.525,2021-09-30,2021-09-30,161.0
133.0,19.375,287.2499999999999,2021-10-01,2021-10-01,178.0
136.0,25.425,289.525,2021-10-02,2021-10-02,135.0
135.0,24.8,279.1249999999998,2021-10-03,2021-10-03,139.0
129.0,17.475,266.04999999999995,2021-10-04,2021-10-04,186.0
133.5,17.475,259.575,2021-10-05,2021-10-05,173.0
129.5,18.325,252.525,2021-10-06,2021-10-06,151.0
123.5,19.325,262.575,2021-10-07,2021-10-07,156.0
133.0,17.85,254.525,2021-10-08,2021-10-08,161.0
123.5,23.375,250.525,2021-10-09,2021-10-09,116.0
129.0,15.95,261.0,2021-10-10,2021-10-10,99.0
129.5,18.95,259.62499999999994,2021-10-11,2021-10-11,173.0
138.0,23.425,266.525,2021-10-12,2021-10-12,182.0
137.0,18.425,264.2499999999999,2021-10-13,2021-10-13,151.0
144.5,22.85,279.8249999999999,2021-10-14,2021-10-14,166.0
150.5,19.175,278.04999999999995,2021-10-15,2021-10-15,180.0
155.0,23.85,297.525,2021-10-16,2021-10-16,155.0
157.5,27.475,301.0,2021-10-17,2021-10-17,121.0
165.0,26.375,321.7249999999999,2021-10-18,2021-10-18,205.0
170.0,24.425,337.525,2021-10-19,2021-10-19,213.0
176.5,26.9,340.15,2021-10-20,2021-10-20,215.0
190.0,27.85,350.8249999999999,2021-10-21,2021-10-21,202.0
197.0,31.375,352.2499999999999,2021-10-22,2021-10-22,204.0
198.5,32.75,371.7749999999999,2021-10-23,2021-10-23,178.0
209.5,30.325,381.19999999999993,2021-10-24,2021-10-24,139.0
229.5,34.475,394.62499999999994,2021-10-25,2021-10-25,234.0
235.5,33.075,415.2499999999999,2021-10-26,2021-10-26,237.0
234.0,36.85,425.6749999999999,2021-10-27,2021-10-27,254.0
248.5,37.225,437.54999999999984,2021-10-28,2021-10-28,236.0
267.0,45.85,444.2999999999999,2021-10-29,2021-10-29,240.0
261.0,37.325,473.0249999999998,2021-10-30,2021-10-30,230.0
279.0,40.225,467.0499999999999,2021-10-31,2021-10-31,173.0
278.5,47.6,487.19999999999993,2021-11-01,2021-11-01,193.0
284.5,44.175,479.1,2021-11-02,2021-11-02,303.0
283.5,48.175,475.39999999999986,2021-11-03,2021-11-03,295.0
289.0,48.025000000000006,484.2999999999999,2021-11-04,2021-11-04,253.0
287.5,40.6,505.0499999999999,2021-11-05,2021-11-05,300.0
285.0,52.075,482.1,2021-11-06,2021-11-06,245.0
293.5,37.175,480.1,2021-11-07,2021-11-07,221.0
285.0,50.8,471.19999999999993,2021-11-08,2021-11-08,309.0
281.5,35.9,484.39999999999986,2021-11-09,2021-11-09,370.0
282.0,40.8,468.0249999999998,2021-11-10,2021-11-10,328.0
280.5,43.325,453.49999999999983,2021-11-11,2021-11-11,262.0
266.0,36.325,456.8249999999999,2021-11-12,2021-11-12,366.0
280.0,38.275,446.1,2021-11-13,2021-11-13,345.0
273.5,39.075,452.62499999999994,2021-11-14,2021-11-14,286.0
283.0,41.65,449.525,2021-11-15,2021-11-15,455.0
276.0,43.175,450.15,2021-11-16,2021-11-16,434.0
301.0,46.125,471.575,2021-11-17,2021-11-17,410.0
316.0,39.275,487.2499999999999,2021-11-18,2021-11-18,452.0
328.0,55.5,519.675,2021-11-19,2021-11-19,444.0
352.0,62.425,551.15,2021-11-20,2021-11-20,383.0
396.5,55.3,587.9249999999998,2021-11-21,2021-11-21,363.0
427.0,76.325,644.05,2021-11-22,2021-11-22,617.0
467.0,80.225,659.8249999999999,2021-11-23,2021-11-23,638.0
515.0,83.75,692.2499999999999,2021-11-24,2021-11-24,614.0
563.5,92.975,786.3,2021-11-25,2021-11-25,699.0
622.5,109.15,830.2749999999997,2021-11-26,2021-11-26,679.0
696.5,126.2,908.4,2021-11-27,2021-11-27,576.0
768.0,127.65,985.525,2021-11-28,2021-11-28,526.0
842.0,158.65,1075.525,2021-11-29,2021-11-29,883.0
925.5,168.625,1165.6749999999995,2021-11-30,2021-11-30,831.0
1003.0,201.975,1249.25,2021-12-01,2021-12-01,869.0
1106.0,216.35,1354.525,2021-12-02,2021-12-02,907.0
1173.5,238.975,1403.975,2021-12-03,2021-12-03,952.0
1213.5,258.05,1451.525,2021-12-04,2021-12-04,781.0
1241.5,263.95,1498.675,2021-12-05,2021-12-05,734.0
1274.0,261.125,1467.525,2021-12-06,2021-12-06,1070.0
1247.0,297.45,1458.8249999999998,2021-12-07,2021-12-07,1164.0
1267.5,290.525,1452.975,2021-12-08,2021-12-08,1073.0
1263.0,294.325,1459.05,2021-12-09,2021-12-09,1064.0
1241.5,329.3,1446.25,2021-12-10,2021-12-10,1098.0
1234.5,321.85,1416.625,2021-12-11,2021-12-11,849.0
1216.5,327.15000000000003,1347.575,2021-12-12,2021-12-12,798.0
1187.0,355.175,1315.525,2021-12-13,2021-12-13,1139.0
1165.5,360.8,1316.0749999999998,2021-12-14,2021-12-14,1142.0
1147.0,387.875,1292.725,2021-12-15,2021-12-15,1138.0
1114.5,374.9,1252.4999999999998,2021-12-16,2021-12-16,1096.0
1099.0,364.7,1226.725,2021-12-17,2021-12-17,1103.0
1070.5,388.65,1209.575,2021-12-18,2021-12-18,864.0
1059.5,409.55,1191.4,2021-12-19,2021-12-19,767.0
1037.0,411.6,1181.05,2021-12-20,2021-12-20,1213.0
1045.5,443.725,1170.525,2021-12-21,2021-12-21,1214.0
1054.5,442.4,1189.15,2021-12-22,2021-12-22,1215.0
1060.5,462.0,1182.15,2021-12-23,2021-12-23,1183.0
1065.5,502.95,1202.2249999999997,2021-12-24,2021-12-24,1128.0
1094.0,497.525,1225.1,2021-12-25,2021-12-25,1039.0
1124.0,502.05,1277.675,2021-12-26,2021-12-26,1068.0
1163.5,518.075,1318.7499999999998,2021-12-27,2021-12-27,1495.0
1213.0,513.5500000000001,1356.675,2021-12-28,2021-12-28,1597.0
1266.5,524.175,1417.4,2021-12-29,2021-12-29,1600.0
1324.5,529.85,1491.05,2021-12-30,2021-12-30,1606.0
1404.0,540.0,1549.525,2021-12-31,2021-12-31,1474.0
1494.0,560.475,1676.7749999999996,2022-01-01,2022-01-01,1202.0
1598.0,579.575,1770.625,2022-01-02,2022-01-02,1303.0
1712.0,607.125,1956.15,2022-01-03,2022-01-03,1974.0
1829.5,642.625,2057.85,2022-01-04,2022-01-04,2044.0
1982.5,695.825,2223.45,2022-01-05,2022-01-05,1888.0
2148.5,675.7,2418.625,2022-01-06,2022-01-06,1842.0
2222.5,725.9000000000001,2507.075,2022-01-07,2022-01-07,1886.0
2252.5,788.6,2530.25,2022-01-08,2022-01-08,1554.0
2230.0,795.625,2522.5499999999997,2022-01-09,2022-01-09,1455.0
2217.5,818.275,2519.6,2022-01-10,2022-01-10,2114.0
2190.0,843.0500000000001,2476.45,2022-01-11,2022-01-11,2062.0
2228.0,873.0,2464.2749999999996,2022-01-12,2022-01-12,2041.0
2237.0,962.875,2496.9249999999997,2022-01-13,2022-01-13,1972.0
2272.0,1003.05,2426.2,2022-01-14,2022-01-14,1937.0
2293.5,1095.025,2492.5,2022-01-15,2022-01-15,1635.0
2331.0,1147.375,2512.575,2022-01-16,2022-01-16,1505.0
2365.5,1248.325,2533.0999999999995,2022-01-17,2022-01-17,2538.0
2404.5,1375.375,2547.0,2022-01-18,2022-01-18,2452.0
2417.0,1539.7,2548.975,2022-01-19,2022-01-19,2428.0
2418.5,1664.05,2624.9249999999997,2022-01-20,2022-01-20,2368.0
2410.0,1769.375,2677.575,2022-01-21,2022-01-21,2223.0
2387.5,1927.975,2677.825,2022-01-22,2022-01-22,1763.0
2347.0,2048.2,2712.6749999999997,2022-01-23,2022-01-23,1615.0
2288.0,2086.9,2749.0,2022-01-24,2022-01-24,2601.0
2250.0,2070.825,2701.625,2022-01-25,2022-01-25,2552.0
2167.0,1992.7,2768.3749999999995,2022-01-26,2022-01-26,2363.0
2103.0,1875.025,2704.699999999999,2022-01-27,2022-01-27,2401.0
2065.5,1868.075,2778.5249999999996,2022-01-28,2022-01-28,2287.0
2059.5,1818.75,2881.975,2022-01-29,2022-01-29,1805.0
2053.5,1805.0,3149.974999999999,2022-01-30,2022-01-30,1681.0
2075.0,1837.55,3245.075,2022-01-31,2022-01-31,2573.0
2058.0,1800.6,3528.024999999997,2022-02-01,2022-02-01,2387.0
2071.0,1754.55,3836.099999999999,2022-02-02,2022-02-02,2363.0
2061.0,1783.875,4117.65,2022-02-03,2022-02-03,2227.0
2039.5,1755.85,4318.999999999997,2022-02-04,2022-02-04,1992.0
2023.0,1753.425,4491.499999999995,2022-02-05,2022-02-05,1573.0
1989.0,1683.275,4546.349999999996,2022-02-06,2022-02-06,1422.0
1925.0,1636.425,4618.574999999993,2022-02-07,2022-02-07,2077.0
1894.5,1606.9,4549.999999999994,2022-02-08,2022-02-08,1932.0
1823.0,1532.475,4409.549999999994,2022-02-09,2022-02-09,1851.0
1779.5,1502.0,4346.399999999993,2022-02-10,2022-02-10,1783.0
1726.0,1452.1,4293.274999999993,2022-02-11,2022-02-11,1487.0
1675.0,1389.475,4163.499999999995,2022-02-12,2022-02-12,1143.0
1626.5,1376.475,4041.049999999996,2022-02-13,2022-02-13,1065.0
1572.5,1290.9,3839.7499999999936,2022-02-14,2022-02-14,1593.0
1504.0,1255.35,3649.8249999999953,2022-02-15,2022-02-15,1520.0
1447.5,1202.225,3496.924999999995,2022-02-16,2022-02-16,1370.0
1380.0,1168.475,3357.1249999999945,2022-02-17,2022-02-17,1376.0
1330.5,1118.425,3101.774999999994,2022-02-18,2022-02-18,1212.0
1280.5,1066.9,2955.174999999995,2022-02-19,2022-02-19,876.0
1205.5,1025.175,2762.8749999999964,2022-02-20,2022-02-20,762.0
1152.0,974.025,2547.724999999998,2022-02-21,2022-02-21,1175.0
1110.5,930.0,2384.699999999998,2022-02-22,2022-02-22,1136.0
1060.5,878.425,2182.524999999998,2022-02-23,2022-02-23,1058.0
994.0,838.375,2083.949999999997,2022-02-24,2022-02-24,988.0
946.5,818.55,1922.649999999998,2022-02-25,2022-02-25,849.0
916.5,765.375,1795.8249999999982,2022-02-26,2022-02-26,645.0
877.0,738.7,1661.5999999999997,2022-02-27,2022-02-27,635.0
848.0,720.025,1611.5999999999976,2022-02-28,2022-02-28,881.0
805.5,683.325,1478.274999999998,2022-03-01,2022-03-01,923.0
782.5,653.8,1394.0999999999992,2022-03-02,2022-03-02,839.0
754.5,642.75,1314.3249999999985,2022-03-03,2022-03-03,855.0
728.0,612.85,1207.3249999999991,2022-03-04,2022-03-04,785.0
713.5,594.65,1159.9749999999988,2022-03-05,2022-03-05,602.0
696.0,591.925,1099.9499999999994,2022-03-06,2022-03-06,596.0
674.0,582.8,1008.8249999999992,2022-03-07,2022-03-07,959.0
654.5,576.95,924.4749999999992,2022-03-08,2022-03-08,847.0
647.0,548.475,891.3499999999996,2022-03-09,2022-03-09,856.0
633.0,539.0,860.5499999999995,2022-03-10,2022-03-10,830.0
637.5,546.425,817.7749999999999,2022-03-11,2022-03-11,881.0
641.0,546.8,795.6999999999998,2022-03-12,2022-03-12,667.0
667.5,579.85,797.3999999999999,2022-03-13,2022-03-13,642.0
689.0,601.375,796.8249999999999,2022-03-14,2022-03-14,1090.0
720.0,634.6,834.3499999999999,2022-03-15,2022-03-15,1043.0
760.5,685.375,832.05,2022-03-16,2022-03-16,992.0
807.0,731.75,893.5749999999999,2022-03-17,2022-03-17,1002.0
859.0,782.425,955.575,2022-03-18,2022-03-18,926.0
931.5,834.375,1014.15,2022-03-19,2022-03-19,671.0
985.0,869.225,1100.1999999999998,2022-03-20,2022-03-20,687.0
1066.5,866.6,1165.525,2022-03-21,2022-03-21,1241.0
1138.5,916.325,1281.1999999999998,2022-03-22,2022-03-22,1161.0
1254.0,977.7,1388.025,2022-03-23,2022-03-23,1172.0
1327.5,968.275,1472.15,2022-03-24,2022-03-24,1184.0
1403.5,919.15,1538.575,2022-03-25,2022-03-25,1091.0
1444.5,980.625,1587.1,2022-03-26,2022-03-26,845.0
1462.5,938.85,1602.1,2022-03-27,2022-03-27,896.0
1484.0,975.325,1620.15,2022-03-28,2022-03-28,1531.0
1497.5,894.375,1615.625,2022-03-29,2022-03-29,1457.0
1500.5,852.925,1606.1,2022-03-30,2022-03-30,1474.0
1501.5,831.175,1615.775,2022-03-31,2022-03-31,1361.0
1477.5,823.15,1608.8749999999998,2022-04-01,2022-04-01,1320.0
1462.0,747.55,1596.05,2022-04-02,2022-04-02,906.0
1460.5,762.425,1601.625,2022-04-03,2022-04-03,923.0
1446.0,744.0,1561.4499999999998,2022-04-04,2022-04-04,1536.0
1431.0,697.475,1588.1999999999998,2022-04-05,2022-04-05,1471.0
1413.0,681.475,1530.925,2022-04-06,2022-04-06,1515.0
1380.5,661.85,1508.575,2022-04-07,2022-04-07,1559.0
1363.0,620.7,1503.1249999999998,2022-04-08,2022-04-08,1382.0
1340.5,565.425,1485.35,2022-04-09,2022-04-09,1090.0
1306.5,548.325,1450.625,2022-04-10,2022-04-10,998.0
1284.0,526.725,1421.05,2022-04-11,2022-04-11,1666.0
1245.0,540.05,1400.3,2022-04-12,2022-04-12,1666.0
1226.5,491.775,1381.35,2022-04-13,2022-04-13,1426.0
1190.0,465.4,1350.625,2022-04-14,2022-04-14,1385.0
1172.0,468.4500000000001,1312.775,2022-04-15,2022-04-15,1283.0
1144.0,446.45,1299.3,2022-04-16,2022-04-16,944.0
1138.5,433.225,1272.1,2022-04-17,2022-04-17,823.0
1111.5,442.35,1266.4999999999998,2022-04-18,2022-04-18,977.0
1109.5,430.325,1268.5499999999995,2022-04-19,2022-04-19,1516.0
1082.0,413.5,1258.1999999999998,2022-04-20,2022-04-20,1338.0
1071.0,401.275,1225.575,2022-04-21,2022-04-21,1347.0
1063.0,402.05,1196.725,2022-04-22,2022-04-22,1216.0
1021.5,385.775,1178.8249999999998,2022-04-23,2022-04-23,881.0
1005.0,407.375,1155.925,2022-04-24,2022-04-24,757.0
985.5,378.125,1124.05,2022-04-25,2022-04-25,1207.0
960.5,346.125,1090.8749999999998,2022-04-26,2022-04-26,1145.0
943.0,332.75,1075.725,2022-04-27,2022-04-27,927.0
914.0,358.9,1050.575,2022-04-28,2022-04-28,985.0
903.0,347.25,1037.1,2022-04-29,2022-04-29,868.0
879.5,303.125,1009.1,2022-04-30,2022-04-30,680.0
853.5,323.425,959.15,2022-05-01,2022-05-01,528.0
818.0,311.95,936.575,2022-05-02,2022-05-02,932.0
801.0,281.75,925.675,2022-05-03,2022-05-03,855.0
