adu-median,adu-p1,adu-p2,time,index,date,hosp_pred
408.0,253.85,657.1499999999999,2021-02-11,347.0,2021-02-11,343.0
415.0,255.325,654.7249999999999,2021-02-12,348.0,2021-02-12,352.0
411.0,251.475,649.0249999999999,2021-02-13,349.0,2021-02-13,273.0
397.0,252.9,654.525,2021-02-14,350.0,2021-02-14,223.0
388.0,247.9,666.0999999999999,2021-02-15,351.0,2021-02-15,395.0
387.5,255.425,662.625,2021-02-16,352.0,2021-02-16,352.0
373.5,218.9,621.0249999999999,2021-02-17,353.0,2021-02-17,373.0
368.0,233.65,626.5250000000001,2021-02-18,354.0,2021-02-18,367.0
354.5,215.85,613.575,2021-02-19,355.0,2021-02-19,332.0
357.0,204.6,630.0499999999996,2021-02-20,356.0,2021-02-20,328.0
367.5,207.6,661.1249999999998,2021-02-21,357.0,2021-02-21,297.0
374.5,221.425,641.1999999999999,2021-02-22,358.0,2021-02-22,441.0
376.0,223.425,671.7749999999999,2021-02-23,359.0,2021-02-23,416.0
369.0,219.85,695.4499999999998,2021-02-24,360.0,2021-02-24,393.0
384.0,242.875,690.625,2021-02-25,361.0,2021-02-25,379.0
396.0,234.7,740.625,2021-02-26,362.0,2021-02-26,423.0
410.0,234.075,744.6499999999997,2021-02-27,363.0,2021-02-27,353.0
406.5,245.7,769.1999999999996,2021-02-28,364.0,2021-02-28,337.0
435.5,236.825,786.1499999999999,2021-03-01,365.0,2021-03-01,470.0
432.5,258.375,819.5999999999998,2021-03-02,366.0,2021-03-02,403.0
459.0,266.85,833.4999999999998,2021-03-03,367.0,2021-03-03,421.0
451.0,273.375,862.0999999999999,2021-03-04,368.0,2021-03-04,459.0
474.5,275.6,847.25,2021-03-05,369.0,2021-03-05,426.0
466.0,277.9,868.8749999999999,2021-03-06,370.0,2021-03-06,358.0
471.0,249.85,877.7249999999999,2021-03-07,371.0,2021-03-07,335.0
463.0,277.9,924.2749999999996,2021-03-08,372.0,2021-03-08,518.0
476.5,283.6,901.9249999999996,2021-03-09,373.0,2021-03-09,492.0
492.5,283.025,931.8499999999996,2021-03-10,374.0,2021-03-10,442.0
501.0,282.1,964.5749999999996,2021-03-11,375.0,2021-03-11,478.0
500.5,297.9,969.65,2021-03-12,376.0,2021-03-12,474.0
527.5,300.85,1011.6999999999998,2021-03-13,377.0,2021-03-13,444.0
515.5,298.25,996.725,2021-03-14,378.0,2021-03-14,378.0
531.5,294.82500000000005,1045.8249999999996,2021-03-15,379.0,2021-03-15,611.0
521.0,315.42499999999995,1032.975,2021-03-16,380.0,2021-03-16,560.0
544.5,304.95,1073.625,2021-03-17,381.0,2021-03-17,583.0
554.0,321.9,1137.875,2021-03-18,382.0,2021-03-18,573.0
563.0,307.35,1101.3249999999998,2021-03-19,383.0,2021-03-19,630.0
574.5,339.7,1235.4999999999995,2021-03-20,384.0,2021-03-20,502.0
581.5,338.325,1208.0249999999996,2021-03-21,385.0,2021-03-21,473.0
604.5,340.475,1209.675,2021-03-22,386.0,2021-03-22,644.0
623.5,324.85,1319.975,2021-03-23,387.0,2021-03-23,647.0
639.0,363.65,1311.7249999999997,2021-03-24,388.0,2021-03-24,601.0
655.0,368.275,1417.35,2021-03-25,389.0,2021-03-25,745.0
673.5,379.65,1373.675,2021-03-26,390.0,2021-03-26,701.0
679.5,389.275,1442.1249999999998,2021-03-27,391.0,2021-03-27,625.0
687.0,389.375,1433.0,2021-03-28,392.0,2021-03-28,516.0
678.5,378.3,1452.575,2021-03-29,393.0,2021-03-29,801.0
695.0,377.7,1453.1999999999998,2021-03-30,394.0,2021-03-30,739.0
663.0,361.475,1498.3249999999998,2021-03-31,395.0,2021-03-31,704.0
697.5,360.7000000000001,1365.875,2021-04-01,396.0,2021-04-01,773.0
680.0,382.85,1444.9999999999995,2021-04-02,397.0,2021-04-02,787.0
677.5,371.325,1444.525,2021-04-03,398.0,2021-04-03,668.0
664.0,364.025,1378.0499999999995,2021-04-04,399.0,2021-04-04,622.0
653.0,375.9500000000001,1379.5499999999995,2021-04-05,400.0,2021-04-05,736.0
663.5,354.17499999999995,1338.6749999999995,2021-04-06,401.0,2021-04-06,836.0
641.0,354.775,1309.8999999999992,2021-04-07,402.0,2021-04-07,738.0
630.0,352.275,1304.4,2021-04-08,403.0,2021-04-08,822.0
634.0,357.85,1324.8249999999991,2021-04-09,404.0,2021-04-09,770.0
639.5,348.07500000000005,1241.5749999999998,2021-04-10,405.0,2021-04-10,706.0
646.0,381.8,1275.0500000000002,2021-04-11,406.0,2021-04-11,589.0
642.5,368.025,1285.1999999999998,2021-04-12,407.0,2021-04-12,771.0
682.5,384.85,1266.8249999999996,2021-04-13,408.0,2021-04-13,691.0
675.0,371.125,1304.3249999999998,2021-04-14,409.0,2021-04-14,708.0
678.0,393.3250000000001,1274.225,2021-04-15,410.0,2021-04-15,754.0
676.0,385.2000000000001,1245.0,2021-04-16,411.0,2021-04-16,706.0
675.0,383.5,1244.575,2021-04-17,412.0,2021-04-17,655.0
689.0,382.85,1256.3249999999998,2021-04-18,413.0,2021-04-18,574.0
673.0,382.55,1228.1999999999998,2021-04-19,414.0,2021-04-19,817.0
652.5,370.65,1189.0999999999997,2021-04-20,415.0,2021-04-20,755.0
634.0,365.825,1153.5499999999995,2021-04-21,416.0,2021-04-21,704.0
623.5,366.8,1150.4499999999998,2021-04-22,417.0,2021-04-22,705.0
627.5,382.175,1068.25,2021-04-23,418.0,2021-04-23,745.0
601.5,367.125,1071.4999999999998,2021-04-24,419.0,2021-04-24,562.0
589.0,351.725,1035.6999999999998,2021-04-25,420.0,2021-04-25,499.0
591.5,354.975,961.9249999999998,2021-04-26,421.0,2021-04-26,658.0
556.0,330.7,936.775,2021-04-27,422.0,2021-04-27,645.0
538.5,358.475,885.675,2021-04-28,423.0,2021-04-28,613.0
525.0,326.325,889.675,2021-04-29,424.0,2021-04-29,563.0
520.5,326.425,850.3499999999999,2021-04-30,425.0,2021-04-30,633.0
502.5,304.125,792.2499999999999,2021-05-01,426.0,2021-05-01,481.0
480.0,298.475,756.525,2021-05-02,427.0,2021-05-02,412.0
471.0,295.9,769.9249999999998,2021-05-03,428.0,2021-05-03,516.0
451.5,275.975,711.5749999999999,2021-05-04,429.0,2021-05-04,514.0
438.0,283.45000000000005,675.15,2021-05-05,430.0,2021-05-05,430.0
416.0,253.85,661.8249999999998,2021-05-06,431.0,2021-05-06,475.0
403.5,262.85,636.0,2021-05-07,432.0,2021-05-07,403.0
395.5,245.725,585.05,2021-05-08,433.0,2021-05-08,335.0
365.0,232.85,552.05,2021-05-09,434.0,2021-05-09,338.0
345.5,220.9,506.575,2021-05-10,435.0,2021-05-10,440.0
320.5,203.95,461.2999999999999,2021-05-11,436.0,2021-05-11,312.0
305.5,196.85,440.675,2021-05-12,437.0,2021-05-12,304.0
286.5,181.9,396.675,2021-05-13,438.0,2021-05-13,273.0
262.5,172.425,363.7249999999999,2021-05-14,439.0,2021-05-14,305.0
248.5,162.475,342.2999999999999,2021-05-15,440.0,2021-05-15,251.0
234.0,152.475,329.97499999999985,2021-05-16,441.0,2021-05-16,228.0
222.5,135.85,299.525,2021-05-17,442.0,2021-05-17,324.0
207.0,147.425,286.575,2021-05-18,443.0,2021-05-18,272.0
197.0,136.175,270.97499999999985,2021-05-19,444.0,2021-05-19,279.0
189.5,125.0,250.67499999999995,2021-05-20,445.0,2021-05-20,236.0
183.5,122.9,240.14999999999995,2021-05-21,446.0,2021-05-21,247.0
172.5,116.85,236.14999999999995,2021-05-22,447.0,2021-05-22,218.0
167.0,118.85,215.05,2021-05-23,448.0,2021-05-23,177.0
163.0,114.7,203.05,2021-05-24,449.0,2021-05-24,221.0
152.5,116.0,188.0,2021-05-25,450.0,2021-05-25,204.0
155.0,106.425,184.1,2021-05-26,451.0,2021-05-26,224.0
146.0,105.95,173.52499999999998,2021-05-27,452.0,2021-05-27,235.0
142.5,105.9,174.52499999999998,2021-05-28,453.0,2021-05-28,195.0
139.0,95.325,168.52499999999998,2021-05-29,454.0,2021-05-29,191.0
132.0,97.95,158.575,2021-05-30,455.0,2021-05-30,116.0
126.0,99.95,153.0,2021-05-31,456.0,2021-05-31,196.0
126.0,90.475,152.52499999999998,2021-06-01,457.0,2021-06-01,205.0
122.0,97.0,149.575,2021-06-02,458.0,2021-06-02,199.0
118.0,78.425,146.14999999999995,2021-06-03,459.0,2021-06-03,158.0
113.0,87.475,140.52499999999998,2021-06-04,460.0,2021-06-04,167.0
108.5,78.85,137.04999999999998,2021-06-05,461.0,2021-06-05,118.0
107.0,85.42500000000001,126.525,2021-06-06,462.0,2021-06-06,95.0
104.0,77.425,126.0,2021-06-07,463.0,2021-06-07,167.0
102.0,79.475,126.04999999999998,2021-06-08,464.0,2021-06-08,123.0
98.0,76.375,120.525,2021-06-09,465.0,2021-06-09,123.0
96.0,72.325,112.57499999999996,2021-06-10,466.0,2021-06-10,109.0
92.0,65.475,116.0,2021-06-11,467.0,2021-06-11,109.0
89.0,67.425,108.525,2021-06-12,468.0,2021-06-12,89.0
85.5,69.0,107.525,2021-06-13,469.0,2021-06-13,93.0
85.0,65.425,102.525,2021-06-14,470.0,2021-06-14,105.0
79.0,63.475,99.525,2021-06-15,471.0,2021-06-15,77.0
73.0,54.425,94.525,2021-06-16,472.0,2021-06-16,75.0
71.0,52.475,94.57499999999996,2021-06-17,473.0,2021-06-17,66.0
66.0,47.95,83.0,2021-06-18,474.0,2021-06-18,54.0
62.0,39.475,77.52499999999999,2021-06-19,475.0,2021-06-19,50.0
58.0,35.900000000000006,74.04999999999998,2021-06-20,476.0,2021-06-20,44.0
55.0,36.475,67.52499999999999,2021-06-21,477.0,2021-06-21,58.0
50.5,35.0,67.52499999999999,2021-06-22,478.0,2021-06-22,68.0
48.0,31.950000000000003,59.04999999999998,2021-06-23,479.0,2021-06-23,54.0
43.5,27.475,56.52499999999999,2021-06-24,480.0,2021-06-24,48.0
42.5,28.0,56.0,2021-06-25,481.0,2021-06-25,36.0
40.0,23.0,53.52499999999999,2021-06-26,482.0,2021-06-26,32.0
37.0,19.475,52.0,2021-06-27,483.0,2021-06-27,30.0
36.0,22.475,48.52499999999999,2021-06-28,484.0,2021-06-28,43.0
34.5,20.475,49.0,2021-06-29,485.0,2021-06-29,43.0
30.5,16.475,45.52499999999999,2021-06-30,486.0,2021-06-30,36.0
31.0,16.0,45.52499999999999,2021-07-01,487.0,2021-07-01,33.0
29.0,14.475,43.0,2021-07-02,488.0,2021-07-02,35.0
28.0,13.475,44.0,2021-07-03,489.0,2021-07-03,24.0
27.0,14.475,42.52499999999999,2021-07-04,490.0,2021-07-04,34.0
27.5,11.475,39.04999999999998,2021-07-05,491.0,2021-07-05,44.0
26.5,9.475,40.52499999999999,2021-07-06,492.0,2021-07-06,35.0
26.5,10.0,41.52499999999999,2021-07-07,493.0,2021-07-07,47.0
26.0,9.475,37.52499999999999,2021-07-08,494.0,2021-07-08,44.0
28.0,9.0,42.57499999999997,2021-07-09,495.0,2021-07-09,52.0
31.0,11.0,48.57499999999997,2021-07-10,496.0,2021-07-10,45.0
32.5,11.0,52.0,2021-07-11,497.0,2021-07-11,36.0
39.5,13.95,58.04999999999998,2021-07-12,498.0,2021-07-12,50.0
43.0,14.425,64.52499999999999,2021-07-13,499.0,2021-07-13,72.0
49.5,14.95,74.09999999999997,2021-07-14,500.0,2021-07-14,50.0
55.5,18.475,84.04999999999998,2021-07-15,501.0,2021-07-15,60.0
61.0,17.475,97.0,2021-07-16,502.0,2021-07-16,74.0
69.0,19.0,106.0,2021-07-17,503.0,2021-07-17,81.0
74.0,22.475,117.525,2021-07-18,504.0,2021-07-18,78.0
85.5,27.9,127.62499999999996,2021-07-19,505.0,2021-07-19,119.0
94.0,25.9,142.62499999999994,2021-07-20,506.0,2021-07-20,110.0
108.0,29.8,155.575,2021-07-21,507.0,2021-07-21,146.0
111.0,31.475,174.04999999999998,2021-07-22,508.0,2021-07-22,125.0
119.5,33.95,189.1,2021-07-23,509.0,2021-07-23,163.0
132.5,37.0,208.1,2021-07-24,510.0,2021-07-24,156.0
150.5,35.474999999999994,231.1,2021-07-25,511.0,2021-07-25,162.0
160.0,38.475,258.05,2021-07-26,512.0,2021-07-26,214.0
175.5,43.900000000000006,273.67499999999995,2021-07-27,513.0,2021-07-27,202.0
196.0,50.0,305.62499999999994,2021-07-28,514.0,2021-07-28,211.0
208.5,41.900000000000006,314.05,2021-07-29,515.0,2021-07-29,276.0
231.5,52.475,362.19999999999993,2021-07-30,516.0,2021-07-30,275.0
245.5,56.85,398.7249999999999,2021-07-31,517.0,2021-07-31,245.0
263.5,58.425,433.575,2021-08-01,518.0,2021-08-01,223.0
293.0,69.0,481.525,2021-08-02,519.0,2021-08-02,292.0
308.5,65.9,524.05,2021-08-03,520.0,2021-08-03,315.0
329.0,63.475,573.3,2021-08-04,521.0,2021-08-04,281.0
365.5,69.9,582.525,2021-08-05,522.0,2021-08-05,281.0
385.0,75.225,665.25,2021-08-06,523.0,2021-08-06,307.0
388.0,76.425,647.05,2021-08-07,524.0,2021-08-07,292.0
404.5,77.425,668.675,2021-08-08,525.0,2021-08-08,224.0
396.5,62.95,684.4999999999999,2021-08-09,526.0,2021-08-09,322.0
394.5,77.9,685.3,2021-08-10,527.0,2021-08-10,332.0
402.5,73.42500000000001,711.675,2021-08-11,528.0,2021-08-11,329.0
385.0,67.9,701.2249999999997,2021-08-12,529.0,2021-08-12,318.0
397.0,64.9,703.7749999999999,2021-08-13,530.0,2021-08-13,326.0
388.0,76.9,721.6499999999999,2021-08-14,531.0,2021-08-14,309.0
383.0,66.94999999999999,711.3999999999999,2021-08-15,532.0,2021-08-15,264.0
386.0,66.0,659.05,2021-08-16,533.0,2021-08-16,308.0
370.5,60.225,686.3,2021-08-17,534.0,2021-08-17,315.0
355.5,58.425,691.8499999999997,2021-08-18,535.0,2021-08-18,317.0
342.0,59.025000000000006,641.1499999999999,2021-08-19,536.0,2021-08-19,315.0
354.0,54.900000000000006,624.7749999999999,2021-08-20,537.0,2021-08-20,289.0
331.5,54.0,611.8749999999999,2021-08-21,538.0,2021-08-21,248.0
305.0,48.900000000000006,585.2249999999998,2021-08-22,539.0,2021-08-22,281.0
302.0,49.9,563.0,2021-08-23,540.0,2021-08-23,304.0
284.5,45.95,545.1499999999999,2021-08-24,541.0,2021-08-24,281.0
282.5,42.95,535.0249999999999,2021-08-25,542.0,2021-08-25,263.0
271.0,44.95,504.625,2021-08-26,543.0,2021-08-26,265.0
255.0,36.8,474.525,2021-08-27,544.0,2021-08-27,255.0
247.0,37.425,475.7749999999999,2021-08-28,545.0,2021-08-28,186.0
226.0,30.325,433.92499999999984,2021-08-29,546.0,2021-08-29,204.0
216.5,27.95,405.2999999999999,2021-08-30,547.0,2021-08-30,276.0
208.0,26.0,394.1499999999999,2021-08-31,548.0,2021-08-31,232.0
186.5,23.95,366.05,2021-09-01,549.0,2021-09-01,229.0
179.0,26.950000000000003,353.2499999999999,2021-09-02,550.0,2021-09-02,209.0
173.5,16.475,325.575,2021-09-03,551.0,2021-09-03,201.0
152.5,17.475,302.1499999999999,2021-09-04,552.0,2021-09-04,176.0
132.0,15.425,271.525,2021-09-05,553.0,2021-09-05,147.0
126.0,16.475,229.05,2021-09-06,554.0,2021-09-06,213.0
109.5,14.475,224.7249999999999,2021-09-07,555.0,2021-09-07,178.0
102.5,12.0,202.67499999999995,2021-09-08,556.0,2021-09-08,203.0
97.5,13.95,180.67499999999995,2021-09-09,557.0,2021-09-09,167.0
89.5,9.0,169.62499999999994,2021-09-10,558.0,2021-09-10,156.0
78.5,11.0,157.67499999999995,2021-09-11,559.0,2021-09-11,137.0
72.0,6.475,157.0,2021-09-12,560.0,2021-09-12,126.0
69.5,6.95,135.52499999999998,2021-09-13,561.0,2021-09-13,148.0
64.0,7.0,131.575,2021-09-14,562.0,2021-09-14,145.0
67.5,7.0,135.82499999999987,2021-09-15,563.0,2021-09-15,135.0
58.5,5.475,122.525,2021-09-16,564.0,2021-09-16,105.0
58.0,6.0,126.57499999999996,2021-09-17,565.0,2021-09-17,114.0
58.0,6.0,119.525,2021-09-18,566.0,2021-09-18,101.0
55.5,6.475,118.57499999999996,2021-09-19,567.0,2021-09-19,95.0
54.5,4.475,115.09999999999997,2021-09-20,568.0,2021-09-20,110.0
54.0,4.475,107.14999999999996,2021-09-21,569.0,2021-09-21,86.0
54.5,3.475,106.67499999999994,2021-09-22,570.0,2021-09-22,110.0
51.0,4.475,110.62499999999996,2021-09-23,571.0,2021-09-23,88.0
51.5,4.475,102.09999999999997,2021-09-24,572.0,2021-09-24,76.0
53.5,5.475,103.04999999999998,2021-09-25,573.0,2021-09-25,78.0
52.0,5.0,97.525,2021-09-26,574.0,2021-09-26,65.0
48.0,3.475,97.0,2021-09-27,575.0,2021-09-27,91.0
46.0,2.475,99.525,2021-09-28,576.0,2021-09-28,75.0
48.0,2.4250000000000003,90.525,2021-09-29,577.0,2021-09-29,85.0
45.5,3.0,92.04999999999998,2021-09-30,578.0,2021-09-30,70.0
42.0,2.95,95.0,2021-10-01,579.0,2021-10-01,76.0
44.5,5.0,87.0,2021-10-02,580.0,2021-10-02,57.0
42.0,4.0,82.67499999999994,2021-10-03,581.0,2021-10-03,70.0
39.5,2.475,84.52499999999999,2021-10-04,582.0,2021-10-04,69.0
37.5,1.95,81.57499999999997,2021-10-05,583.0,2021-10-05,79.0
40.0,3.0,77.52499999999999,2021-10-06,584.0,2021-10-06,59.0
39.0,1.475,77.0,2021-10-07,585.0,2021-10-07,64.0
37.0,2.475,77.52499999999999,2021-10-08,586.0,2021-10-08,73.0
38.0,3.0,73.57499999999997,2021-10-09,587.0,2021-10-09,42.0
37.5,3.475,75.52499999999999,2021-10-10,588.0,2021-10-10,40.0
37.0,3.0,81.09999999999997,2021-10-11,589.0,2021-10-11,53.0
38.0,3.0,79.52499999999999,2021-10-12,590.0,2021-10-12,71.0
41.0,3.0,83.67499999999994,2021-10-13,591.0,2021-10-13,51.0
45.0,2.475,85.52499999999999,2021-10-14,592.0,2021-10-14,67.0
45.0,3.0,81.57499999999997,2021-10-15,593.0,2021-10-15,65.0
44.5,2.475,85.04999999999998,2021-10-16,594.0,2021-10-16,57.0
48.0,3.475,92.09999999999997,2021-10-17,595.0,2021-10-17,59.0
46.5,4.0,94.04999999999998,2021-10-18,596.0,2021-10-18,73.0
49.5,3.0,92.09999999999997,2021-10-19,597.0,2021-10-19,70.0
50.0,3.475,93.04999999999998,2021-10-20,598.0,2021-10-20,72.0
53.0,2.475,101.09999999999997,2021-10-21,599.0,2021-10-21,70.0
54.0,3.475,92.525,2021-10-22,600.0,2021-10-22,74.0
55.0,3.475,100.0,2021-10-23,601.0,2021-10-23,60.0
54.0,3.0,100.19999999999992,2021-10-24,602.0,2021-10-24,57.0
54.5,3.95,107.62499999999996,2021-10-25,603.0,2021-10-25,81.0
59.0,5.95,105.19999999999992,2021-10-26,604.0,2021-10-26,85.0
61.5,5.0,104.57499999999996,2021-10-27,605.0,2021-10-27,80.0
61.0,3.0,107.525,2021-10-28,606.0,2021-10-28,85.0
62.0,4.475,110.0,2021-10-29,607.0,2021-10-29,83.0
67.0,5.95,112.14999999999996,2021-10-30,608.0,2021-10-30,84.0
75.0,4.475,127.525,2021-10-31,609.0,2021-10-31,55.0
83.5,4.475,133.09999999999997,2021-11-01,610.0,2021-11-01,69.0
84.0,5.425000000000001,140.04999999999998,2021-11-02,611.0,2021-11-02,93.0
85.0,4.475,141.04999999999998,2021-11-03,612.0,2021-11-03,110.0
92.5,7.0,143.77499999999992,2021-11-04,613.0,2021-11-04,98.0
93.5,5.0,146.52499999999998,2021-11-05,614.0,2021-11-05,91.0
99.0,7.0,149.19999999999993,2021-11-06,615.0,2021-11-06,79.0
96.5,5.0,154.14999999999995,2021-11-07,616.0,2021-11-07,72.0
100.5,8.0,149.14999999999995,2021-11-08,617.0,2021-11-08,101.0
96.5,7.475,148.04999999999998,2021-11-09,618.0,2021-11-09,126.0
93.5,5.0,150.575,2021-11-10,619.0,2021-11-10,92.0
97.0,3.475,144.0,2021-11-11,620.0,2021-11-11,98.0
97.0,8.425,147.0,2021-11-12,621.0,2021-11-12,116.0
96.5,4.475,150.52499999999998,2021-11-13,622.0,2021-11-13,110.0
96.0,5.475,150.52499999999998,2021-11-14,623.0,2021-11-14,114.0
96.0,5.0,149.2999999999999,2021-11-15,624.0,2021-11-15,175.0
91.0,6.95,138.04999999999998,2021-11-16,625.0,2021-11-16,139.0
94.5,7.0,152.09999999999997,2021-11-17,626.0,2021-11-17,116.0
98.0,7.0,150.04999999999998,2021-11-18,627.0,2021-11-18,165.0
101.5,6.0,156.52499999999998,2021-11-19,628.0,2021-11-19,148.0
106.0,6.0,153.67499999999995,2021-11-20,629.0,2021-11-20,131.0
115.5,8.0,165.62499999999994,2021-11-21,630.0,2021-11-21,135.0
120.0,7.475,180.0,2021-11-22,631.0,2021-11-22,227.0
140.0,9.0,183.525,2021-11-23,632.0,2021-11-23,190.0
145.5,11.95,199.575,2021-11-24,633.0,2021-11-24,209.0
161.0,13.0,221.05,2021-11-25,634.0,2021-11-25,244.0
172.5,15.475,235.1,2021-11-26,635.0,2021-11-26,245.0
188.0,14.475,254.14999999999992,2021-11-27,636.0,2021-11-27,215.0
205.5,15.425,279.1,2021-11-28,637.0,2021-11-28,208.0
225.0,17.950000000000003,295.525,2021-11-29,638.0,2021-11-29,301.0
248.0,21.475,310.575,2021-11-30,639.0,2021-11-30,284.0
267.5,29.0,342.575,2021-12-01,640.0,2021-12-01,343.0
296.5,27.475,367.15,2021-12-02,641.0,2021-12-02,319.0
313.0,29.7,389.1,2021-12-03,642.0,2021-12-03,322.0
332.0,29.275,390.525,2021-12-04,643.0,2021-12-04,288.0
340.0,29.950000000000003,407.525,2021-12-05,644.0,2021-12-05,296.0
342.5,33.025000000000006,416.15,2021-12-06,645.0,2021-12-06,395.0
343.0,36.75,420.525,2021-12-07,646.0,2021-12-07,472.0
350.5,34.9,413.625,2021-12-08,647.0,2021-12-08,401.0
346.5,36.375,414.05,2021-12-09,648.0,2021-12-09,415.0
344.5,38.475,410.1,2021-12-10,649.0,2021-12-10,441.0
343.5,34.425,399.3499999999999,2021-12-11,650.0,2021-12-11,353.0
341.5,41.75,404.0,2021-12-12,651.0,2021-12-12,327.0
341.0,54.85,394.0,2021-12-13,652.0,2021-12-13,448.0
332.5,47.175,385.05,2021-12-14,653.0,2021-12-14,415.0
330.5,42.475,388.625,2021-12-15,654.0,2021-12-15,432.0
319.0,48.85,377.05,2021-12-16,655.0,2021-12-16,418.0
324.5,44.95,368.0,2021-12-17,656.0,2021-12-17,435.0
315.0,49.95,388.1,2021-12-18,657.0,2021-12-18,350.0
317.5,54.125,362.05,2021-12-19,658.0,2021-12-19,337.0
313.0,52.475,364.7749999999999,2021-12-20,659.0,2021-12-20,496.0
308.5,49.0,355.525,2021-12-21,660.0,2021-12-21,444.0
316.0,57.425,355.57499999999993,2021-12-22,661.0,2021-12-22,492.0
317.5,59.75,374.525,2021-12-23,662.0,2021-12-23,487.0
326.5,57.7,392.7249999999999,2021-12-24,663.0,2021-12-24,459.0
345.0,59.025000000000006,395.525,2021-12-25,664.0,2021-12-25,423.0
366.5,69.85,434.525,2021-12-26,665.0,2021-12-26,447.0
389.0,78.9,458.5499999999998,2021-12-27,666.0,2021-12-27,635.0
409.0,78.0,486.3499999999999,2021-12-28,667.0,2021-12-28,622.0
444.5,82.69999999999999,512.5749999999999,2021-12-29,668.0,2021-12-29,633.0
474.5,81.375,550.575,2021-12-30,669.0,2021-12-30,650.0
504.5,72.325,591.9249999999998,2021-12-31,670.0,2021-12-31,575.0
543.0,79.225,637.0999999999999,2022-01-01,671.0,2022-01-01,495.0
580.0,87.6,697.625,2022-01-02,672.0,2022-01-02,546.0
628.5,85.475,735.0999999999999,2022-01-03,673.0,2022-01-03,787.0
668.0,89.375,808.15,2022-01-04,674.0,2022-01-04,819.0
731.5,107.95,840.15,2022-01-05,675.0,2022-01-05,782.0
788.0,93.8,910.1,2022-01-06,676.0,2022-01-06,740.0
806.0,98.95,962.975,2022-01-07,677.0,2022-01-07,688.0
814.0,99.3,943.675,2022-01-08,678.0,2022-01-08,599.0
793.5,99.475,912.625,2022-01-09,679.0,2022-01-09,557.0
761.0,91.075,895.525,2022-01-10,680.0,2022-01-10,780.0
750.5,104.125,848.625,2022-01-11,681.0,2022-01-11,737.0
729.0,98.375,835.0249999999999,2022-01-12,682.0,2022-01-12,745.0
707.0,92.325,815.0,2022-01-13,683.0,2022-01-13,672.0
692.0,108.2,796.0249999999999,2022-01-14,684.0,2022-01-14,698.0
697.0,113.85,779.575,2022-01-15,685.0,2022-01-15,595.0
687.5,117.57500000000002,775.7249999999999,2022-01-16,686.0,2022-01-16,563.0
681.5,123.125,773.05,2022-01-17,687.0,2022-01-17,876.0
685.0,138.45,751.7749999999999,2022-01-18,688.0,2022-01-18,906.0
670.5,140.075,732.525,2022-01-19,689.0,2022-01-19,845.0
675.5,147.375,735.5749999999999,2022-01-20,690.0,2022-01-20,795.0
663.0,179.1,716.1,2022-01-21,691.0,2022-01-21,717.0
645.5,195.55,724.525,2022-01-22,692.0,2022-01-22,593.0
634.0,211.575,708.7749999999999,2022-01-23,693.0,2022-01-23,589.0
609.5,250.075,702.0999999999999,2022-01-24,694.0,2022-01-24,864.0
588.5,251.3,679.0,2022-01-25,695.0,2022-01-25,814.0
568.0,270.85,687.5749999999999,2022-01-26,696.0,2022-01-26,755.0
548.0,338.05,682.1249999999998,2022-01-27,697.0,2022-01-27,800.0
545.0,364.6,674.05,2022-01-28,698.0,2022-01-28,724.0
533.0,413.85,753.625,2022-01-29,699.0,2022-01-29,562.0
554.0,465.025,802.925,2022-01-30,700.0,2022-01-30,546.0
557.0,482.8,849.8499999999997,2022-01-31,701.0,2022-01-31,840.0
557.5,476.3250000000001,950.1,2022-02-01,702.0,2022-02-01,744.0
573.5,485.0,1031.3999999999996,2022-02-02,703.0,2022-02-02,724.0
576.5,470.425,1126.4,2022-02-03,704.0,2022-02-03,639.0
574.0,477.475,1227.25,2022-02-04,705.0,2022-02-04,599.0
576.5,470.475,1344.35,2022-02-05,706.0,2022-02-05,446.0
582.5,468.95,1418.3249999999998,2022-02-06,707.0,2022-02-06,427.0
570.0,471.475,1506.35,2022-02-07,708.0,2022-02-07,617.0
567.0,455.125,1628.975,2022-02-08,709.0,2022-02-08,542.0
555.5,447.95,1693.2999999999995,2022-02-09,710.0,2022-02-09,548.0
541.5,419.85,1768.3,2022-02-10,711.0,2022-02-10,514.0
529.0,423.475,1794.1999999999998,2022-02-11,712.0,2022-02-11,438.0
510.5,420.425,1801.899999999999,2022-02-12,713.0,2022-02-12,324.0
498.5,395.4,1758.8999999999992,2022-02-13,714.0,2022-02-13,298.0
477.5,398.0,1751.699999999999,2022-02-14,715.0,2022-02-14,467.0
463.0,363.0,1737.799999999999,2022-02-15,716.0,2022-02-15,428.0
448.0,359.375,1618.6749999999984,2022-02-16,717.0,2022-02-16,387.0
420.5,337.0,1536.6249999999986,2022-02-17,718.0,2022-02-17,392.0
398.0,323.9,1385.1749999999993,2022-02-18,719.0,2022-02-18,322.0
370.0,307.425,1281.1749999999984,2022-02-19,720.0,2022-02-19,240.0
351.5,283.275,1212.1249999999986,2022-02-20,721.0,2022-02-20,225.0
338.0,260.8,1136.2499999999995,2022-02-21,722.0,2022-02-21,318.0
313.5,242.0,1042.7749999999996,2022-02-22,723.0,2022-02-22,275.0
300.0,233.0,920.1999999999996,2022-02-23,724.0,2022-02-23,280.0
285.0,220.95,837.6749999999996,2022-02-24,725.0,2022-02-24,239.0
263.0,213.425,746.7249999999996,2022-02-25,726.0,2022-02-25,204.0
