E_ch,E_te,E_ad,E_se,Ip_ch,Ip_te,Ip_ad,Ip_se,Ias_ch,Ias_te,Ias_ad,Ias_se,Ips_ch,Ips_te,Ips_ad,Ips_se,Ims_ch,Ims_te,Ims_ad,Ims_se,Iss_ch,Iss_te,Iss_ad,Iss_se,W_ch,W_te,W_ad,W_se,H_ch,H_te,H_ad,H_se,R_ch,R_te,R_ad,R_se,ABpre_ch,ABpre_te,ABpre_ad,ABpre_se,ABpos_ch,ABpos_te,ABpos_ad,ABpos_se,ABneg_ch,ABneg_te,ABneg_ad,ABneg_se
6477.0,14022.0,25427.0,2280.0,2770.0,5928.0,10960.0,1031.0,1578.0,3285.0,6315.0,683.0,1422.0,3264.0,1894.0,200.0,757.0,1574.0,6989.0,454.0,16.0,9.0,241.0,203.0,20.0,25.0,443.0,339.0,190.0,107.0,3991.0,4282.0,1580145.0,2198054.0,10788737.0,2412685.0,42530.0,64906.0,180479.0,22936.0,1061497.0,1508259.0,6746782.0,1470614.0,482871.0,639081.0,3892299.0,926327.0
3909.0,8237.0,14821.0,1424.0,1637.0,3509.0,6454.0,603.0,918.0,1881.0,3705.0,442.0,935.0,1871.0,1103.0,131.0,457.0,940.0,4181.0,278.0,8.0,16.0,156.0,116.0,16.0,11.0,272.0,179.0,125.0,59.0,2598.0,2728.0,1594313.0,2233859.0,11174401.0,2548378.0,26866.0,38983.0,113713.0,14686.0,1073177.0,1523008.0,7123270.0,1601984.0,498366.0,680155.0,3955877.0,936185.0
5481.0,12354.0,21550.0,2069.0,2327.0,5178.0,9126.0,878.0,1360.0,2857.0,5282.0,536.0,1335.0,2957.0,1612.0,179.0,643.0,1462.0,5953.0,388.0,15.0,10.0,227.0,172.0,23.0,15.0,380.0,264.0,178.0,95.0,3424.0,3626.0,1556399.0,2164189.0,10816939.0,2444700.0,36219.0,55347.0,152618.0,19680.0,1033758.0,1467658.0,6709460.0,1481596.0,492303.0,653758.0,3980855.0,949467.0
3406.0,7143.0,12981.0,1246.0,1467.0,3096.0,5590.0,503.0,896.0,1710.0,3207.0,338.0,877.0,1669.0,1001.0,102.0,398.0,838.0,3617.0,244.0,10.0,7.0,143.0,98.0,6.0,10.0,221.0,180.0,132.0,67.0,2318.0,2657.0,1648327.0,2320446.0,11469855.0,2616395.0,24673.0,34920.0,103658.0,13729.0,1127621.0,1598683.0,7473699.0,1687644.0,499819.0,694240.0,3908585.0,919144.0
5457.0,11739.0,21281.0,2021.0,2358.0,4929.0,9026.0,875.0,1315.0,2692.0,5336.0,513.0,1322.0,2619.0,1584.0,158.0,642.0,1364.0,5904.0,354.0,16.0,8.0,242.0,164.0,26.0,18.0,364.0,296.0,169.0,98.0,3461.0,3745.0,1602723.0,2234604.0,10987204.0,2472452.0,36386.0,54552.0,155401.0,19802.0,1082652.0,1535880.0,6953950.0,1533554.0,489533.0,655900.0,3903760.0,925201.0
6458.0,13941.0,24925.0,2418.0,2614.0,5909.0,10733.0,1010.0,1528.0,3259.0,6259.0,595.0,1542.0,3225.0,1902.0,211.0,701.0,1609.0,6849.0,458.0,10.0,11.0,223.0,210.0,22.0,20.0,439.0,317.0,200.0,99.0,4014.0,4193.0,1569787.0,2183502.0,10745164.0,2399390.0,41779.0,63890.0,178072.0,22635.0,1052954.0,1495326.0,6703815.0,1458346.0,481671.0,638418.0,3893686.0,925403.0
6938.0,16019.0,27425.0,2544.0,2926.0,6801.0,11623.0,1156.0,1725.0,3647.0,6931.0,753.0,1711.0,3554.0,2026.0,228.0,783.0,1804.0,7556.0,492.0,17.0,20.0,310.0,228.0,29.0,24.0,486.0,314.0,195.0,107.0,4045.0,4267.0,1524478.0,2108563.0,10521104.0,2354079.0,43787.0,69285.0,187615.0,23459.0,1004065.0,1427181.0,6398896.0,1388663.0,484012.0,628054.0,3967560.0,949395.0
3919.0,8270.0,14938.0,1474.0,1672.0,3605.0,6459.0,641.0,905.0,1895.0,3931.0,393.0,889.0,2031.0,1110.0,132.0,428.0,995.0,4154.0,265.0,15.0,7.0,175.0,103.0,13.0,19.0,245.0,208.0,142.0,75.0,2650.0,2793.0,1608355.0,2254333.0,11232829.0,2556265.0,26861.0,39616.0,114556.0,15178.0,1087596.0,1543277.0,7195593.0,1615977.0,497962.0,680067.0,3941394.0,929645.0
5566.0,11860.0,21403.0,2018.0,2421.0,4835.0,9328.0,860.0,1320.0,2726.0,5444.0,606.0,1383.0,2762.0,1582.0,172.0,681.0,1325.0,6005.0,396.0,16.0,14.0,210.0,180.0,26.0,24.0,408.0,285.0,183.0,90.0,3555.0,3950.0,1626583.0,2266685.0,11069624.0,2480447.0,37974.0,55843.0,161795.0,20700.0,1107356.0,1568270.0,7050949.0,1546200.0,487283.0,654348.0,3883402.0,919996.0
3269.0,6910.0,12607.0,1210.0,1355.0,2912.0,5389.0,540.0,769.0,1622.0,3153.0,342.0,805.0,1586.0,1019.0,101.0,373.0,817.0,3531.0,244.0,12.0,8.0,127.0,112.0,10.0,8.0,214.0,188.0,113.0,51.0,2125.0,2443.0,1598644.0,2248144.0,11291487.0,2586304.0,22837.0,33406.0,96527.0,12472.0,1077477.0,1526823.0,7241375.0,1643787.0,501767.0,694919.0,3969133.0,934015.0
4143.0,9065.0,16103.0,1522.0,1858.0,3882.0,6942.0,652.0,1002.0,2129.0,4177.0,448.0,1051.0,2020.0,1196.0,127.0,462.0,1028.0,4533.0,299.0,13.0,7.0,187.0,124.0,14.0,11.0,292.0,218.0,148.0,70.0,2760.0,3020.0,1616849.0,2262909.0,11224924.0,2549499.0,29284.0,42824.0,122789.0,15906.0,1095715.0,1551294.0,7188317.0,1609520.0,496398.0,677938.0,3933895.0,928961.0
4198.0,8991.0,16271.0,1601.0,1729.0,3751.0,7034.0,683.0,1019.0,2125.0,4168.0,467.0,1082.0,2134.0,1192.0,140.0,479.0,1012.0,4492.0,313.0,18.0,9.0,167.0,121.0,20.0,15.0,292.0,206.0,128.0,95.0,2797.0,3018.0,1616822.0,2263124.0,11218568.0,2546840.0,29048.0,43123.0,124053.0,16058.0,1094661.0,1551677.0,7172175.0,1605346.0,497588.0,677465.0,3942472.0,930384.0
5033.0,11139.0,19798.0,1905.0,2209.0,4600.0,8586.0,864.0,1204.0,2495.0,5013.0,537.0,1205.0,2594.0,1439.0,149.0,593.0,1257.0,5478.0,354.0,12.0,7.0,231.0,152.0,18.0,11.0,350.0,276.0,178.0,89.0,3245.0,3524.0,1605425.0,2238812.0,11047455.0,2492783.0,34354.0,51340.0,147079.0,18875.0,1086459.0,1539542.0,7012649.0,1552843.0,490031.0,658983.0,3912059.0,926921.0
2932.0,6151.0,11423.0,1051.0,1235.0,2582.0,4866.0,463.0,773.0,1432.0,2952.0,299.0,653.0,1500.0,883.0,121.0,371.0,698.0,3158.0,193.0,4.0,8.0,118.0,101.0,12.0,11.0,204.0,143.0,113.0,48.0,2029.0,2266.0,1647434.0,2325543.0,11540435.0,2640965.0,21414.0,30826.0,90533.0,11987.0,1133670.0,1604099.0,7620127.0,1731886.0,495511.0,696897.0,3843975.0,900678.0
5148.0,11209.0,20111.0,1959.0,2124.0,4640.0,8458.0,810.0,1275.0,2543.0,5062.0,526.0,1237.0,2618.0,1504.0,160.0,625.0,1305.0,5511.0,311.0,14.0,10.0,187.0,161.0,18.0,15.0,375.0,243.0,170.0,95.0,3213.0,3409.0,1589144.0,2220117.0,10997704.0,2489463.0,34264.0,51146.0,144384.0,18393.0,1068770.0,1519263.0,6949957.0,1544607.0,491573.0,660934.0,3927663.0,932083.0
5749.0,12397.0,22553.0,2127.0,2498.0,5239.0,9732.0,897.0,1332.0,2876.0,5634.0,566.0,1390.0,2827.0,1690.0,169.0,676.0,1366.0,6249.0,410.0,12.0,12.0,246.0,173.0,31.0,24.0,398.0,312.0,176.0,103.0,3575.0,3907.0,1571397.0,2187057.0,10835062.0,2437809.0,38072.0,57438.0,161365.0,20451.0,1048517.0,1488373.0,6739219.0,1482791.0,490923.0,653693.0,3961992.0,941001.0
3979.0,8580.0,14863.0,1418.0,1660.0,3511.0,6424.0,598.0,959.0,1951.0,3620.0,381.0,955.0,1997.0,1135.0,119.0,436.0,976.0,4029.0,262.0,8.0,13.0,174.0,114.0,20.0,11.0,266.0,212.0,116.0,64.0,2512.0,2665.0,1586175.0,2216411.0,11125254.0,2542311.0,26689.0,39569.0,111893.0,14545.0,1064431.0,1505580.0,7052327.0,1588746.0,499209.0,679785.0,3979184.0,943371.0
8354.0,19422.0,33078.0,3002.0,3456.0,8029.0,14311.0,1289.0,1964.0,4442.0,8149.0,824.0,2035.0,4391.0,2423.0,254.0,950.0,2209.0,8959.0,617.0,19.0,20.0,338.0,224.0,29.0,23.0,561.0,422.0,218.0,125.0,4667.0,4780.0,1482351.0,2045708.0,10189193.0,2261313.0,50277.0,82350.0,216516.0,26720.0,970459.0,1378816.0,6122162.0,1310092.0,470286.0,603781.0,3889913.0,932911.0
4158.0,8947.0,15984.0,1503.0,1799.0,3758.0,6721.0,671.0,1064.0,2122.0,4081.0,466.0,981.0,2105.0,1231.0,123.0,512.0,1058.0,4457.0,296.0,9.0,7.0,180.0,127.0,14.0,13.0,303.0,220.0,144.0,77.0,2541.0,2747.0,1570103.0,2199838.0,11071562.0,2525105.0,27833.0,41602.0,116617.0,15237.0,1044161.0,1483644.0,6929328.0,1556874.0,502632.0,683732.0,4045121.0,957644.0
5842.0,12890.0,23379.0,2192.0,2550.0,5478.0,9974.0,946.0,1465.0,3002.0,5745.0,589.0,1459.0,3016.0,1769.0,170.0,718.0,1502.0,6401.0,436.0,19.0,12.0,239.0,197.0,23.0,17.0,483.0,325.0,199.0,101.0,3696.0,3984.0,1576239.0,2187309.0,10826944.0,2427725.0,39514.0,59633.0,168677.0,21777.0,1055997.0,1495110.0,6757051.0,1478753.0,487161.0,645694.0,3929513.0,933842.0
4895.0,10812.0,18769.0,1744.0,2121.0,4531.0,8235.0,810.0,1221.0,2518.0,4847.0,466.0,1158.0,2454.0,1383.0,150.0,566.0,1192.0,5358.0,362.0,16.0,7.0,192.0,151.0,24.0,10.0,365.0,265.0,150.0,87.0,3269.0,3378.0,1608191.0,2249058.0,11106011.0,2509850.0,33359.0,49754.0,141277.0,18198.0,1086176.0,1542007.0,7045532.0,1563635.0,493912.0,668096.0,3942841.0,933599.0
4597.0,9934.0,17447.0,1565.0,1960.0,4070.0,7593.0,672.0,1063.0,2273.0,4285.0,464.0,1138.0,2226.0,1303.0,143.0,497.0,1174.0,4930.0,314.0,14.0,10.0,194.0,127.0,18.0,10.0,325.0,266.0,143.0,73.0,2818.0,3195.0,1587182.0,2217433.0,11048145.0,2508571.0,30473.0,45478.0,129447.0,16735.0,1067505.0,1513048.0,6996589.0,1563072.0,494037.0,668743.0,3943547.0,933945.0
3991.0,8308.0,15231.0,1458.0,1682.0,3570.0,6443.0,623.0,931.0,2003.0,3879.0,410.0,890.0,1993.0,1122.0,136.0,462.0,972.0,4248.0,264.0,11.0,3.0,173.0,116.0,15.0,9.0,276.0,189.0,121.0,72.0,2641.0,2868.0,1605877.0,2250265.0,11216147.0,2555260.0,27336.0,40466.0,115156.0,15042.0,1085983.0,1538746.0,7173049.0,1610847.0,496670.0,679675.0,3946714.0,933977.0
6719.0,14874.0,25833.0,2492.0,2842.0,6032.0,11089.0,1044.0,1595.0,3322.0,6330.0,659.0,1597.0,3347.0,1997.0,220.0,772.0,1710.0,6995.0,445.0,13.0,12.0,292.0,201.0,21.0,18.0,449.0,345.0,202.0,81.0,3980.0,4092.0,1533993.0,2129415.0,10587230.0,2373732.0,42298.0,65540.0,178483.0,22746.0,1017089.0,1446465.0,6523521.0,1424226.0,481648.0,631932.0,3916348.0,933766.0
4776.0,10369.0,18250.0,1691.0,2096.0,4277.0,7875.0,768.0,1094.0,2296.0,4648.0,487.0,1157.0,2408.0,1415.0,131.0,534.0,1212.0,5085.0,330.0,8.0,9.0,195.0,138.0,12.0,12.0,330.0,236.0,182.0,111.0,3049.0,3277.0,1599980.0,2233287.0,11068232.0,2506949.0,32110.0,47902.0,135863.0,17591.0,1079678.0,1529504.0,7031452.0,1565446.0,493275.0,666206.0,3923504.0,929279.0
7120.0,15880.0,27641.0,2534.0,2983.0,6735.0,11965.0,1139.0,1676.0,3636.0,6834.0,729.0,1724.0,3663.0,1985.0,191.0,808.0,1750.0,7670.0,506.0,30.0,12.0,305.0,206.0,21.0,23.0,476.0,335.0,222.0,104.0,4133.0,4373.0,1514252.0,2095052.0,10467399.0,2341593.0,44320.0,70372.0,188600.0,23423.0,996391.0,1414701.0,6363532.0,1381707.0,481005.0,625902.0,3948625.0,943942.0
3483.0,7460.0,13349.0,1300.0,1449.0,3142.0,5773.0,574.0,866.0,1738.0,3393.0,333.0,869.0,1822.0,1074.0,113.0,427.0,874.0,3692.0,246.0,9.0,10.0,168.0,116.0,18.0,10.0,263.0,180.0,104.0,57.0,2219.0,2526.0,1613128.0,2266035.0,11326517.0,2591227.0,24262.0,36246.0,103171.0,13488.0,1088123.0,1544160.0,7248336.0,1639062.0,504485.0,693282.0,3991582.0,942765.0
4396.0,9429.0,17515.0,1705.0,1916.0,4026.0,7550.0,789.0,1096.0,2172.0,4286.0,489.0,1132.0,2213.0,1349.0,125.0,548.0,1100.0,4840.0,292.0,11.0,9.0,169.0,118.0,29.0,15.0,311.0,217.0,148.0,95.0,2962.0,3291.0,1618122.0,2267942.0,11212579.0,2538609.0,31179.0,45232.0,131383.0,17077.0,1096268.0,1558810.0,7160829.0,1594931.0,495555.0,673530.0,3941824.0,931922.0
4746.0,10337.0,18488.0,1722.0,1990.0,4292.0,7843.0,735.0,1162.0,2389.0,4634.0,474.0,1154.0,2388.0,1432.0,159.0,565.0,1152.0,5109.0,303.0,11.0,7.0,200.0,136.0,24.0,13.0,280.0,252.0,160.0,78.0,3005.0,3365.0,1584145.0,2207014.0,10989121.0,2494071.0,31915.0,48031.0,135641.0,17494.0,1062230.0,1505306.0,6923586.0,1543228.0,495066.0,663996.0,3952387.0,938773.0
6694.0,14842.0,26250.0,2342.0,2817.0,6283.0,11157.0,1013.0,1578.0,3459.0,6404.0,656.0,1602.0,3515.0,1929.0,224.0,806.0,1695.0,7162.0,502.0,9.0,6.0,266.0,199.0,24.0,17.0,485.0,329.0,222.0,109.0,4090.0,4126.0,1544723.0,2144943.0,10623060.0,2379004.0,42564.0,66626.0,182254.0,22909.0,1026725.0,1458766.0,6541985.0,1424088.0,482492.0,634635.0,3930304.0,939056.0
5256.0,11583.0,20944.0,2028.0,2255.0,4814.0,9028.0,872.0,1339.0,2711.0,5070.0,544.0,1283.0,2660.0,1620.0,172.0,619.0,1370.0,5819.0,400.0,16.0,15.0,228.0,158.0,24.0,17.0,389.0,293.0,170.0,92.0,3462.0,3617.0,1600497.0,2235345.0,11023934.0,2484692.0,35826.0,54012.0,153243.0,19709.0,1077074.0,1530955.0,6933113.0,1529371.0,493303.0,662057.0,3963184.0,941668.0
4670.0,10395.0,18444.0,1705.0,2047.0,4294.0,7984.0,764.0,1233.0,2355.0,4671.0,458.0,1084.0,2373.0,1348.0,151.0,553.0,1185.0,5089.0,303.0,14.0,6.0,181.0,132.0,18.0,16.0,313.0,233.0,179.0,70.0,3015.0,3305.0,1586240.0,2208754.0,11034325.0,2504268.0,31982.0,47870.0,135068.0,17495.0,1061506.0,1504812.0,6938788.0,1544913.0,497880.0,666371.0,3983060.0,947206.0
4882.0,10742.0,18977.0,1812.0,2117.0,4492.0,8274.0,754.0,1164.0,2451.0,4793.0,489.0,1166.0,2536.0,1356.0,161.0,570.0,1187.0,5389.0,347.0,16.0,10.0,186.0,150.0,17.0,14.0,312.0,245.0,174.0,88.0,3099.0,3386.0,1585153.0,2217846.0,11009512.0,2491214.0,33056.0,49895.0,139977.0,17724.0,1062751.0,1514568.0,6933372.0,1540560.0,494570.0,664161.0,3959562.0,938462.0
4622.0,9603.0,17454.0,1669.0,1958.0,3967.0,7229.0,722.0,1110.0,2260.0,4402.0,468.0,1059.0,2207.0,1315.0,146.0,564.0,1069.0,4722.0,340.0,9.0,9.0,179.0,139.0,23.0,17.0,308.0,209.0,156.0,75.0,2992.0,3150.0,1608236.0,2249856.0,11152519.0,2525418.0,30675.0,44912.0,130641.0,16988.0,1091508.0,1546037.0,7138913.0,1592031.0,490932.0,668511.0,3904102.0,921573.0
5864.0,12763.0,22658.0,2154.0,2544.0,5293.0,9881.0,932.0,1400.0,2882.0,5544.0,573.0,1390.0,3006.0,1665.0,173.0,695.0,1426.0,6294.0,420.0,15.0,12.0,219.0,168.0,19.0,23.0,423.0,295.0,193.0,104.0,3651.0,3808.0,1556762.0,2162290.0,10757290.0,2419862.0,37873.0,58365.0,161756.0,20602.0,1036397.0,1470204.0,6674264.0,1465250.0,488748.0,646467.0,3948937.0,940379.0
3828.0,8253.0,14957.0,1448.0,1599.0,3542.0,6466.0,637.0,912.0,1889.0,3772.0,378.0,1039.0,1929.0,1188.0,122.0,462.0,913.0,4180.0,247.0,9.0,10.0,142.0,111.0,15.0,15.0,283.0,223.0,138.0,72.0,2611.0,2901.0,1611833.0,2265424.0,11255629.0,2563573.0,27235.0,39294.0,114830.0,15083.0,1088300.0,1546569.0,7190532.0,1616979.0,500472.0,687931.0,3968899.0,936130.0
7217.0,16172.0,28306.0,2642.0,2950.0,6476.0,12025.0,1056.0,1676.0,3661.0,7024.0,747.0,1715.0,3535.0,2058.0,222.0,886.0,1823.0,7672.0,453.0,19.0,15.0,304.0,197.0,29.0,20.0,447.0,344.0,232.0,136.0,4145.0,4333.0,1521898.0,2105901.0,10475897.0,2342248.0,44652.0,69691.0,190693.0,23717.0,1003956.0,1422895.0,6372091.0,1382799.0,480797.0,628981.0,3946778.0,943084.0
4576.0,9977.0,17817.0,1680.0,1962.0,4127.0,7639.0,711.0,1065.0,2362.0,4409.0,502.0,1158.0,2313.0,1369.0,156.0,534.0,1141.0,4957.0,319.0,9.0,10.0,193.0,129.0,15.0,14.0,314.0,213.0,149.0,72.0,2913.0,3147.0,1600073.0,2234892.0,11107486.0,2519659.0,31304.0,46627.0,132126.0,17066.0,1076731.0,1525164.0,7034886.0,1569242.0,496930.0,673140.0,3962258.0,938528.0
5437.0,12023.0,21614.0,2091.0,2349.0,5064.0,9202.0,890.0,1342.0,2847.0,5302.0,567.0,1338.0,2828.0,1602.0,171.0,642.0,1361.0,5858.0,395.0,11.0,8.0,209.0,153.0,22.0,16.0,380.0,227.0,198.0,81.0,3415.0,3703.0,1568383.0,2182119.0,10858283.0,2450148.0,35784.0,55016.0,153000.0,19296.0,1048525.0,1486953.0,6787534.0,1498801.0,489976.0,652355.0,3943707.0,938157.0
3076.0,6316.0,12096.0,1148.0,1310.0,2725.0,5064.0,528.0,773.0,1490.0,3136.0,295.0,773.0,1520.0,867.0,93.0,380.0,686.0,3375.0,222.0,7.0,5.0,133.0,88.0,7.0,9.0,226.0,167.0,122.0,55.0,2176.0,2425.0,1675644.0,2360407.0,11636201.0,2655001.0,22807.0,31900.0,96739.0,12869.0,1160391.0,1640877.0,7729722.0,1752391.0,495818.0,694120.0,3824707.0,893559.0
3775.0,8187.0,14410.0,1387.0,1552.0,3397.0,6228.0,607.0,871.0,1900.0,3734.0,361.0,957.0,1872.0,1050.0,116.0,436.0,983.0,4118.0,252.0,9.0,8.0,145.0,126.0,18.0,10.0,250.0,213.0,108.0,57.0,2444.0,2576.0,1612528.0,2262335.0,11259000.0,2568866.0,25788.0,38715.0,109654.0,14184.0,1093624.0,1549982.0,7256578.0,1636120.0,497067.0,681865.0,3910727.0,922813.0
4440.0,9465.0,16983.0,1660.0,1927.0,3944.0,7372.0,697.0,1076.0,2167.0,4354.0,476.0,1080.0,2234.0,1268.0,138.0,500.0,1030.0,4708.0,319.0,4.0,12.0,175.0,135.0,22.0,10.0,314.0,227.0,142.0,72.0,2913.0,3125.0,1598286.0,2230176.0,11119832.0,2526439.0,30465.0,44412.0,127889.0,16571.0,1076092.0,1521443.0,7054493.0,1577606.0,496480.0,673790.0,3958544.0,937379.0
3483.0,7405.0,13236.0,1341.0,1515.0,3217.0,5736.0,571.0,878.0,1705.0,3413.0,362.0,842.0,1709.0,1044.0,124.0,406.0,872.0,3785.0,265.0,7.0,8.0,145.0,94.0,12.0,8.0,269.0,177.0,133.0,49.0,2419.0,2570.0,1628192.0,2288402.0,11383601.0,2600247.0,24588.0,35979.0,104693.0,13890.0,1107338.0,1570282.0,7358654.0,1663602.0,500059.0,689709.0,3937055.0,926918.0
