sen-median,sen-p1,sen-p2,time,date,hosp_pred
987.0,859.8,1112.5499999999995,2021-03-21,2021-03-21,671.0
1010.5,864.325,1125.0,2021-03-22,2021-03-22,1038.0
1030.0,892.4749999999999,1137.4999999999998,2021-03-23,2021-03-23,1141.0
1042.0,896.45,1157.85,2021-03-24,2021-03-24,1007.0
1069.0,920.65,1200.1999999999998,2021-03-25,2021-03-25,1010.0
1077.5,918.95,1229.1999999999998,2021-03-26,2021-03-26,1026.0
1092.5,931.65,1201.05,2021-03-27,2021-03-27,789.0
1089.0,936.425,1219.1,2021-03-28,2021-03-28,711.0
1104.0,907.9,1250.05,2021-03-29,2021-03-29,1111.0
1069.5,885.65,1224.1999999999996,2021-03-30,2021-03-30,1107.0
1093.0,906.95,1223.5749999999998,2021-03-31,2021-03-31,1051.0
1073.0,888.6,1223.775,2021-04-01,2021-04-01,1064.0
1075.5,902.375,1203.1,2021-04-02,2021-04-02,1100.0
1054.5,872.375,1214.525,2021-04-03,2021-04-03,883.0
1056.5,855.9,1207.5749999999998,2021-04-04,2021-04-04,799.0
1053.5,846.9000000000001,1188.725,2021-04-05,2021-04-05,815.0
1030.5,828.95,1192.525,2021-04-06,2021-04-06,1173.0
1024.5,832.7,1189.0,2021-04-07,2021-04-07,954.0
1008.5,815.7,1177.875,2021-04-08,2021-04-08,969.0
996.0,811.175,1187.025,2021-04-09,2021-04-09,1095.0
988.0,804.0,1203.575,2021-04-10,2021-04-10,912.0
1000.0,796.9000000000001,1191.1,2021-04-11,2021-04-11,764.0
998.0,792.225,1211.1,2021-04-12,2021-04-12,1039.0
995.5,781.425,1212.6499999999996,2021-04-13,2021-04-13,1040.0
991.5,793.175,1220.775,2021-04-14,2021-04-14,1004.0
982.0,749.5,1202.3749999999995,2021-04-15,2021-04-15,904.0
969.0,744.7,1216.1999999999998,2021-04-16,2021-04-16,944.0
949.0,744.2249999999999,1186.625,2021-04-17,2021-04-17,759.0
940.0,727.9,1168.4499999999998,2021-04-18,2021-04-18,662.0
922.5,728.95,1178.675,2021-04-19,2021-04-19,961.0
903.0,696.95,1154.3249999999998,2021-04-20,2021-04-20,977.0
881.0,677.7,1144.3,2021-04-21,2021-04-21,914.0
843.5,660.7,1113.8999999999996,2021-04-22,2021-04-22,788.0
828.0,654.9,1131.9499999999998,2021-04-23,2021-04-23,847.0
817.5,613.9000000000001,1056.35,2021-04-24,2021-04-24,671.0
793.5,606.375,1057.525,2021-04-25,2021-04-25,583.0
772.0,584.65,1019.05,2021-04-26,2021-04-26,856.0
753.0,566.475,984.625,2021-04-27,2021-04-27,827.0
730.5,542.9000000000001,974.575,2021-04-28,2021-04-28,754.0
704.0,520.2750000000001,936.625,2021-04-29,2021-04-29,667.0
683.5,497.375,915.15,2021-04-30,2021-04-30,682.0
659.5,474.0,901.3,2021-05-01,2021-05-01,463.0
628.0,471.8,869.1249999999998,2021-05-02,2021-05-02,446.0
617.0,451.475,851.3999999999999,2021-05-03,2021-05-03,615.0
592.5,436.75,824.3,2021-05-04,2021-05-04,569.0
564.0,425.325,798.1749999999997,2021-05-05,2021-05-05,509.0
550.0,404.9,789.05,2021-05-06,2021-05-06,537.0
531.5,381.325,731.0,2021-05-07,2021-05-07,486.0
513.0,370.9500000000001,724.3999999999999,2021-05-08,2021-05-08,372.0
497.5,354.42499999999995,702.625,2021-05-09,2021-05-09,296.0
461.5,341.85,671.2749999999997,2021-05-10,2021-05-10,448.0
440.0,316.475,626.3249999999997,2021-05-11,2021-05-11,419.0
415.0,302.275,586.5250000000001,2021-05-12,2021-05-12,354.0
382.0,282.375,567.8749999999999,2021-05-13,2021-05-13,258.0
364.0,267.0,531.7249999999999,2021-05-14,2021-05-14,330.0
341.0,234.95,503.2999999999999,2021-05-15,2021-05-15,255.0
326.0,220.7,471.57499999999993,2021-05-16,2021-05-16,206.0
305.5,215.9,454.625,2021-05-17,2021-05-17,332.0
278.0,188.425,424.57499999999993,2021-05-18,2021-05-18,273.0
261.0,183.85,396.525,2021-05-19,2021-05-19,248.0
240.0,169.475,371.625,2021-05-20,2021-05-20,231.0
227.5,160.89999999999998,347.525,2021-05-21,2021-05-21,240.0
208.5,139.47500000000002,322.525,2021-05-22,2021-05-22,202.0
199.0,143.475,300.525,2021-05-23,2021-05-23,143.0
188.5,121.8,271.525,2021-05-24,2021-05-24,152.0
178.5,119.95,274.92499999999984,2021-05-25,2021-05-25,197.0
162.5,107.475,259.77499999999986,2021-05-26,2021-05-26,218.0
154.0,104.95,236.05,2021-05-27,2021-05-27,191.0
147.5,101.0,232.525,2021-05-28,2021-05-28,171.0
140.5,84.0,226.14999999999995,2021-05-29,2021-05-29,146.0
128.5,86.9,199.525,2021-05-30,2021-05-30,120.0
120.5,78.375,195.62499999999997,2021-05-31,2021-05-31,183.0
110.0,69.475,180.67499999999995,2021-06-01,2021-06-01,136.0
111.0,69.0,183.05,2021-06-02,2021-06-02,171.0
106.0,63.475,173.44999999999985,2021-06-03,2021-06-03,120.0
96.5,59.95,165.52499999999998,2021-06-04,2021-06-04,136.0
92.5,56.475,160.04999999999998,2021-06-05,2021-06-05,98.0
87.5,51.95,149.09999999999997,2021-06-06,2021-06-06,79.0
83.0,52.95,146.39999999999986,2021-06-07,2021-06-07,126.0
81.5,49.475,137.575,2021-06-08,2021-06-08,117.0
73.0,46.475,132.0,2021-06-09,2021-06-09,98.0
72.0,42.475,124.62499999999996,2021-06-10,2021-06-10,106.0
71.0,41.95,123.525,2021-06-11,2021-06-11,92.0
66.0,39.0,113.67499999999994,2021-06-12,2021-06-12,76.0
65.0,36.425,112.04999999999998,2021-06-13,2021-06-13,49.0
68.5,46.0,124.62499999999996,2021-06-14,2021-06-14,74.0
67.0,39.9,117.0,2021-06-15,2021-06-15,74.0
60.0,36.0,109.525,2021-06-16,2021-06-16,66.0
56.0,33.425,105.24999999999991,2021-06-17,2021-06-17,59.0
53.0,27.475,103.04999999999998,2021-06-18,2021-06-18,56.0
49.0,28.950000000000003,91.525,2021-06-19,2021-06-19,44.0
48.0,24.475,81.52499999999999,2021-06-20,2021-06-20,40.0
43.0,24.0,78.04999999999998,2021-06-21,2021-06-21,54.0
42.0,21.475,79.0,2021-06-22,2021-06-22,46.0
39.5,20.950000000000003,73.57499999999997,2021-06-23,2021-06-23,45.0
37.0,18.475,74.04999999999998,2021-06-24,2021-06-24,46.0
32.0,18.0,70.0,2021-06-25,2021-06-25,40.0
33.0,18.475,65.0,2021-06-26,2021-06-26,32.0
29.0,16.475,59.04999999999998,2021-06-27,2021-06-27,22.0
26.5,13.475,63.57499999999997,2021-06-28,2021-06-28,39.0
29.0,14.475,53.52499999999999,2021-06-29,2021-06-29,46.0
24.5,13.0,53.04999999999998,2021-06-30,2021-06-30,38.0
26.0,14.475,49.04999999999998,2021-07-01,2021-07-01,29.0
25.0,12.0,50.52499999999999,2021-07-02,2021-07-02,38.0
25.0,11.475,50.52499999999999,2021-07-03,2021-07-03,29.0
24.0,12.475,54.04999999999998,2021-07-04,2021-07-04,17.0
23.5,13.0,52.52499999999999,2021-07-05,2021-07-05,32.0
23.0,11.0,49.52499999999999,2021-07-06,2021-07-06,34.0
24.5,11.0,53.14999999999995,2021-07-07,2021-07-07,33.0
25.0,10.475,48.04999999999998,2021-07-08,2021-07-08,30.0
24.0,12.0,55.04999999999998,2021-07-09,2021-07-09,38.0
27.0,12.0,65.04999999999998,2021-07-10,2021-07-10,32.0
31.0,11.95,66.0,2021-07-11,2021-07-11,31.0
34.0,19.0,82.04999999999998,2021-07-12,2021-07-12,33.0
41.0,16.475,83.2999999999999,2021-07-13,2021-07-13,45.0
43.5,20.0,109.04999999999998,2021-07-14,2021-07-14,40.0
51.5,26.425,118.2999999999999,2021-07-15,2021-07-15,56.0
59.0,28.0,136.04999999999998,2021-07-16,2021-07-16,49.0
62.5,35.325,150.2999999999999,2021-07-17,2021-07-17,66.0
71.0,37.475,181.1,2021-07-18,2021-07-18,33.0
76.5,40.475,184.19999999999996,2021-07-19,2021-07-19,70.0
84.5,35.225,204.7249999999999,2021-07-20,2021-07-20,72.0
98.5,51.475,242.72499999999997,2021-07-21,2021-07-21,89.0
100.5,58.0,241.07499999999985,2021-07-22,2021-07-22,100.0
110.0,58.475,287.2499999999999,2021-07-23,2021-07-23,94.0
113.5,66.425,307.1749999999998,2021-07-24,2021-07-24,91.0
128.0,66.475,335.3499999999999,2021-07-25,2021-07-25,112.0
141.0,66.9,368.49999999999983,2021-07-26,2021-07-26,130.0
150.0,78.85,381.1,2021-07-27,2021-07-27,175.0
166.5,84.475,441.525,2021-07-28,2021-07-28,171.0
172.5,96.425,439.8499999999997,2021-07-29,2021-07-29,178.0
189.0,95.475,492.7999999999997,2021-07-30,2021-07-30,171.0
195.0,104.95,566.675,2021-07-31,2021-07-31,172.0
221.0,116.325,603.6499999999997,2021-08-01,2021-08-01,111.0
234.5,115.475,633.6249999999997,2021-08-02,2021-08-02,231.0
250.0,132.9,677.675,2021-08-03,2021-08-03,236.0
266.0,130.375,739.7999999999997,2021-08-04,2021-08-04,239.0
284.5,148.47500000000002,786.625,2021-08-05,2021-08-05,262.0
297.5,142.325,822.8249999999998,2021-08-06,2021-08-06,245.0
299.5,160.425,817.7499999999998,2021-08-07,2021-08-07,225.0
310.0,166.47500000000002,919.0999999999992,2021-08-08,2021-08-08,173.0
323.0,180.425,879.7249999999992,2021-08-09,2021-08-09,315.0
325.0,178.47500000000002,870.2999999999995,2021-08-10,2021-08-10,281.0
330.0,173.9,914.7999999999996,2021-08-11,2021-08-11,298.0
336.5,163.64999999999998,948.025,2021-08-12,2021-08-12,254.0
334.5,176.7,947.775,2021-08-13,2021-08-13,273.0
329.5,173.9,862.9499999999996,2021-08-14,2021-08-14,247.0
328.5,179.375,930.4749999999996,2021-08-15,2021-08-15,223.0
328.0,171.75,888.6249999999997,2021-08-16,2021-08-16,309.0
312.5,165.75,861.3499999999999,2021-08-17,2021-08-17,284.0
315.0,157.375,879.6999999999998,2021-08-18,2021-08-18,292.0
309.0,165.95,844.4499999999995,2021-08-19,2021-08-19,273.0
308.5,167.475,818.4499999999998,2021-08-20,2021-08-20,262.0
299.0,152.75,784.4499999999998,2021-08-21,2021-08-21,245.0
286.5,141.325,768.9999999999997,2021-08-22,2021-08-22,221.0
287.0,142.7,735.6999999999994,2021-08-23,2021-08-23,298.0
268.0,134.425,720.1499999999996,2021-08-24,2021-08-24,275.0
265.0,138.89999999999998,686.3999999999999,2021-08-25,2021-08-25,248.0
242.0,130.85,663.9749999999998,2021-08-26,2021-08-26,251.0
240.0,126.425,636.1749999999995,2021-08-27,2021-08-27,274.0
236.5,118.325,591.7249999999999,2021-08-28,2021-08-28,178.0
227.5,118.9,583.7749999999999,2021-08-29,2021-08-29,180.0
216.0,118.9,542.5499999999995,2021-08-30,2021-08-30,242.0
216.0,113.475,545.3499999999996,2021-08-31,2021-08-31,231.0
200.0,117.475,508.525,2021-09-01,2021-09-01,212.0
194.0,95.85,481.15,2021-09-02,2021-09-02,229.0
188.0,97.475,455.0999999999996,2021-09-03,2021-09-03,209.0
185.5,93.475,415.1,2021-09-04,2021-09-04,188.0
174.5,79.42500000000001,423.675,2021-09-05,2021-09-05,135.0
153.0,87.425,365.575,2021-09-06,2021-09-06,182.0
152.5,74.9,343.19999999999993,2021-09-07,2021-09-07,188.0
139.5,66.475,320.5999999999998,2021-09-08,2021-09-08,196.0
129.5,67.325,320.1,2021-09-09,2021-09-09,162.0
122.5,63.95,301.04999999999995,2021-09-10,2021-09-10,155.0
117.5,63.900000000000006,276.97499999999985,2021-09-11,2021-09-11,137.0
116.0,53.95,265.62499999999994,2021-09-12,2021-09-12,104.0
108.0,55.475,256.04999999999995,2021-09-13,2021-09-13,128.0
107.5,55.375,233.74999999999972,2021-09-14,2021-09-14,164.0
97.0,49.85,245.5999999999998,2021-09-15,2021-09-15,117.0
102.0,48.95,220.8999999999997,2021-09-16,2021-09-16,116.0
91.5,47.0,207.1,2021-09-17,2021-09-17,113.0
93.0,50.95,198.1,2021-09-18,2021-09-18,101.0
92.0,48.0,206.0249999999998,2021-09-19,2021-09-19,86.0
88.5,51.475,187.1,2021-09-20,2021-09-20,113.0
86.0,37.95,178.82499999999987,2021-09-21,2021-09-21,101.0
83.5,42.9,174.8749999999999,2021-09-22,2021-09-22,94.0
84.0,43.85,178.09999999999997,2021-09-23,2021-09-23,94.0
85.0,43.275000000000006,175.575,2021-09-24,2021-09-24,98.0
82.5,43.0,168.575,2021-09-25,2021-09-25,78.0
79.0,39.85,162.2999999999999,2021-09-26,2021-09-26,65.0
80.5,42.475,152.09999999999997,2021-09-27,2021-09-27,74.0
79.0,37.900000000000006,166.575,2021-09-28,2021-09-28,90.0
80.5,45.475,154.04999999999998,2021-09-29,2021-09-29,102.0
75.5,40.175,141.52499999999998,2021-09-30,2021-09-30,82.0
75.0,41.95,151.09999999999997,2021-10-01,2021-10-01,94.0
73.0,40.0,136.77499999999992,2021-10-02,2021-10-02,68.0
75.0,39.95,133.62499999999994,2021-10-03,2021-10-03,59.0
76.0,43.95,139.67499999999995,2021-10-04,2021-10-04,110.0
73.0,38.95,136.7249999999999,2021-10-05,2021-10-05,86.0
72.0,38.0,133.52499999999998,2021-10-06,2021-10-06,87.0
71.0,41.475,124.82499999999987,2021-10-07,2021-10-07,80.0
73.5,34.0,126.82499999999987,2021-10-08,2021-10-08,84.0
71.5,35.474999999999994,122.09999999999997,2021-10-09,2021-10-09,67.0
72.0,33.9,124.0,2021-10-10,2021-10-10,52.0
75.0,37.95,122.09999999999997,2021-10-11,2021-10-11,113.0
75.5,39.475,128.52499999999998,2021-10-12,2021-10-12,99.0
77.0,41.95,120.525,2021-10-13,2021-10-13,88.0
77.5,42.425,125.525,2021-10-14,2021-10-14,95.0
79.0,47.0,125.04999999999998,2021-10-15,2021-10-15,110.0
83.0,48.0,136.04999999999998,2021-10-16,2021-10-16,89.0
86.0,46.0,133.575,2021-10-17,2021-10-17,54.0
86.0,48.425,132.62499999999994,2021-10-18,2021-10-18,120.0
87.5,53.0,136.575,2021-10-19,2021-10-19,136.0
92.0,57.0,140.52499999999998,2021-10-20,2021-10-20,138.0
97.0,53.95,147.52499999999998,2021-10-21,2021-10-21,120.0
96.0,50.85,142.04999999999998,2021-10-22,2021-10-22,121.0
99.5,61.0,149.04999999999998,2021-10-23,2021-10-23,106.0
103.0,64.475,151.14999999999995,2021-10-24,2021-10-24,77.0
101.5,60.95,147.09999999999997,2021-10-25,2021-10-25,145.0
106.5,65.425,156.09999999999997,2021-10-26,2021-10-26,144.0
107.0,61.95,154.52499999999998,2021-10-27,2021-10-27,161.0
114.0,66.325,153.62499999999994,2021-10-28,2021-10-28,140.0
113.5,68.375,158.04999999999998,2021-10-29,2021-10-29,151.0
117.5,75.425,167.04999999999998,2021-10-30,2021-10-30,141.0
128.5,78.9,171.575,2021-10-31,2021-10-31,109.0
131.5,83.85,173.575,2021-11-01,2021-11-01,112.0
136.5,86.9,191.1,2021-11-02,2021-11-02,199.0
148.0,86.95,188.05,2021-11-03,2021-11-03,176.0
147.5,98.95,189.525,2021-11-04,2021-11-04,147.0
155.5,101.95,196.67499999999995,2021-11-05,2021-11-05,196.0
157.0,102.475,201.7249999999999,2021-11-06,2021-11-06,157.0
162.0,100.85,216.05,2021-11-07,2021-11-07,136.0
162.5,107.85,216.62499999999997,2021-11-08,2021-11-08,198.0
163.0,113.475,210.14999999999995,2021-11-09,2021-11-09,227.0
160.5,112.425,198.575,2021-11-10,2021-11-10,214.0
162.5,111.0,211.05,2021-11-11,2021-11-11,154.0
166.5,112.475,206.62499999999997,2021-11-12,2021-11-12,236.0
168.0,114.0,210.525,2021-11-13,2021-11-13,221.0
168.5,118.475,212.525,2021-11-14,2021-11-14,157.0
176.5,114.85,214.525,2021-11-15,2021-11-15,258.0
180.5,126.475,210.525,2021-11-16,2021-11-16,281.0
186.0,115.175,228.05,2021-11-17,2021-11-17,275.0
190.5,124.9,230.525,2021-11-18,2021-11-18,270.0
194.5,140.0,248.05,2021-11-19,2021-11-19,272.0
206.0,146.9,254.05,2021-11-20,2021-11-20,235.0
222.0,159.55,263.62499999999994,2021-11-21,2021-11-21,208.0
233.0,161.375,285.525,2021-11-22,2021-11-22,359.0
250.5,180.475,295.62499999999994,2021-11-23,2021-11-23,421.0
267.0,186.0,329.525,2021-11-24,2021-11-24,372.0
290.0,204.8,345.0,2021-11-25,2021-11-25,430.0
310.5,234.225,367.575,2021-11-26,2021-11-26,410.0
337.5,258.95,399.0,2021-11-27,2021-11-27,334.0
359.5,267.475,418.0,2021-11-28,2021-11-28,291.0
393.5,287.325,463.19999999999993,2021-11-29,2021-11-29,559.0
421.0,314.65,497.625,2021-11-30,2021-11-30,514.0
455.5,336.8,531.05,2021-12-01,2021-12-01,480.0
492.5,374.85,572.0,2021-12-02,2021-12-02,559.0
516.0,399.475,600.5749999999999,2021-12-03,2021-12-03,602.0
536.5,413.375,613.675,2021-12-04,2021-12-04,466.0
546.5,423.7,649.625,2021-12-05,2021-12-05,406.0
548.5,397.15,623.525,2021-12-06,2021-12-06,637.0
554.0,414.5,620.05,2021-12-07,2021-12-07,654.0
553.0,403.95,615.05,2021-12-08,2021-12-08,632.0
548.0,406.425,627.2499999999999,2021-12-09,2021-12-09,608.0
541.5,413.475,617.525,2021-12-10,2021-12-10,616.0
537.5,386.875,606.1999999999999,2021-12-11,2021-12-11,460.0
531.0,402.175,601.0,2021-12-12,2021-12-12,418.0
523.0,371.025,596.0999999999999,2021-12-13,2021-12-13,653.0
519.0,343.0,605.0,2021-12-14,2021-12-14,687.0
515.0,340.2,600.05,2021-12-15,2021-12-15,664.0
516.0,349.375,578.625,2021-12-16,2021-12-16,641.0
509.0,350.8,585.05,2021-12-17,2021-12-17,616.0
501.0,348.8,590.675,2021-12-18,2021-12-18,479.0
507.5,323.8,567.625,2021-12-19,2021-12-19,391.0
503.5,341.075,570.0999999999999,2021-12-20,2021-12-20,661.0
500.5,316.9,578.15,2021-12-21,2021-12-21,711.0
508.5,343.025,575.3,2021-12-22,2021-12-22,662.0
504.5,347.225,593.3,2021-12-23,2021-12-23,655.0
531.0,342.7,594.0,2021-12-24,2021-12-24,624.0
550.5,338.825,626.3,2021-12-25,2021-12-25,564.0
582.0,376.95,663.7749999999999,2021-12-26,2021-12-26,551.0
606.0,386.425,699.675,2021-12-27,2021-12-27,779.0
645.5,447.0,738.5749999999999,2021-12-28,2021-12-28,854.0
687.5,481.4,798.5749999999999,2021-12-29,2021-12-29,858.0
721.0,495.275,833.15,2021-12-30,2021-12-30,835.0
780.0,516.8,902.3,2021-12-31,2021-12-31,795.0
831.0,584.175,986.05,2022-01-01,2022-01-01,605.0
880.0,598.125,1054.575,2022-01-02,2022-01-02,632.0
949.5,633.975,1116.4,2022-01-03,2022-01-03,1028.0
1012.0,683.225,1184.3749999999998,2022-01-04,2022-01-04,1066.0
1090.0,756.2,1280.4,2022-01-05,2022-01-05,942.0
1154.0,789.525,1367.8249999999996,2022-01-06,2022-01-06,964.0
1181.5,841.475,1420.525,2022-01-07,2022-01-07,1050.0
1213.0,836.525,1422.8499999999997,2022-01-08,2022-01-08,806.0
1227.0,867.2,1396.525,2022-01-09,2022-01-09,757.0
1203.0,885.675,1424.625,2022-01-10,2022-01-10,1147.0
1205.5,825.975,1420.0749999999998,2022-01-11,2022-01-11,1128.0
1203.0,856.425,1401.15,2022-01-12,2022-01-12,1089.0
1194.0,890.475,1386.525,2022-01-13,2022-01-13,1106.0
1183.5,867.35,1386.1,2022-01-14,2022-01-14,1042.0
1178.0,868.75,1372.1999999999998,2022-01-15,2022-01-15,850.0
1189.0,876.4,1364.4,2022-01-16,2022-01-16,751.0
1203.5,909.5,1366.725,2022-01-17,2022-01-17,1411.0
1190.5,934.575,1336.575,2022-01-18,2022-01-18,1323.0
1168.5,917.7,1339.0,2022-01-19,2022-01-19,1319.0
1178.5,934.575,1331.2749999999996,2022-01-20,2022-01-20,1318.0
1176.5,947.45,1308.8749999999995,2022-01-21,2022-01-21,1314.0
1166.0,975.55,1304.4749999999997,2022-01-22,2022-01-22,983.0
1148.5,916.85,1294.8749999999998,2022-01-23,2022-01-23,838.0
1136.5,955.55,1233.575,2022-01-24,2022-01-24,1452.0
1105.0,930.475,1255.05,2022-01-25,2022-01-25,1466.0
1098.5,963.95,1205.1,2022-01-26,2022-01-26,1339.0
1071.0,969.425,1166.575,2022-01-27,2022-01-27,1366.0
1064.0,952.375,1173.05,2022-01-28,2022-01-28,1372.0
1071.0,981.65,1157.1999999999998,2022-01-29,2022-01-29,1042.0
1062.5,986.9,1165.575,2022-01-30,2022-01-30,931.0
1066.5,989.275,1165.25,2022-01-31,2022-01-31,1502.0
1077.5,975.075,1163.575,2022-02-01,2022-02-01,1424.0
1086.0,993.9,1208.15,2022-02-02,2022-02-02,1408.0
1079.0,998.425,1227.1,2022-02-03,2022-02-03,1375.0
1073.0,986.475,1185.7999999999995,2022-02-04,2022-02-04,1245.0
1089.0,999.475,1189.625,2022-02-05,2022-02-05,959.0
1085.0,1000.0,1233.675,2022-02-06,2022-02-06,845.0
1080.0,973.425,1202.1249999999998,2022-02-07,2022-02-07,1272.0
1076.5,968.8,1198.575,2022-02-08,2022-02-08,1206.0
1070.0,935.225,1233.6,2022-02-09,2022-02-09,1158.0
1052.5,948.85,1224.725,2022-02-10,2022-02-10,1117.0
1043.5,924.325,1195.4,2022-02-11,2022-02-11,920.0
1006.5,872.025,1202.0999999999997,2022-02-12,2022-02-12,712.0
993.5,865.475,1196.025,2022-02-13,2022-02-13,665.0
961.5,828.475,1146.1999999999998,2022-02-14,2022-02-14,984.0
933.5,803.425,1115.675,2022-02-15,2022-02-15,977.0
893.0,750.325,1107.35,2022-02-16,2022-02-16,869.0
867.0,713.825,1049.025,2022-02-17,2022-02-17,870.0
832.0,704.75,1027.675,2022-02-18,2022-02-18,802.0
793.5,670.85,992.6249999999995,2022-02-19,2022-02-19,565.0
761.0,627.95,993.5499999999996,2022-02-20,2022-02-20,461.0
737.0,590.125,950.9999999999995,2022-02-21,2022-02-21,767.0
698.5,580.975,903.2,2022-02-22,2022-02-22,766.0
674.0,546.95,880.1999999999999,2022-02-23,2022-02-23,703.0
639.0,507.95,865.0999999999999,2022-02-24,2022-02-24,666.0
622.0,490.85,811.7249999999996,2022-02-25,2022-02-25,575.0
590.0,479.175,770.5999999999998,2022-02-26,2022-02-26,410.0
572.0,448.875,800.2999999999995,2022-02-27,2022-02-27,386.0
546.5,432.475,729.7249999999999,2022-02-28,2022-02-28,556.0
519.0,424.8,746.625,2022-03-01,2022-03-01,621.0
513.5,402.0,710.4249999999997,2022-03-02,2022-03-02,583.0
491.5,390.9,693.0,2022-03-03,2022-03-03,580.0
481.5,371.425,707.5749999999996,2022-03-04,2022-03-04,546.0
474.0,363.0,655.1249999999998,2022-03-05,2022-03-05,399.0
455.0,352.8,674.1999999999999,2022-03-06,2022-03-06,382.0
457.5,356.425,621.8749999999999,2022-03-07,2022-03-07,629.0
453.5,337.875,650.05,2022-03-08,2022-03-08,589.0
448.5,353.375,624.8499999999997,2022-03-09,2022-03-09,590.0
451.0,352.475,661.675,2022-03-10,2022-03-10,543.0
450.5,346.9,594.5749999999999,2022-03-11,2022-03-11,604.0
457.0,352.8,657.5499999999998,2022-03-12,2022-03-12,447.0
479.0,370.0,710.9999999999997,2022-03-13,2022-03-13,409.0
487.5,369.275,742.0499999999996,2022-03-14,2022-03-14,743.0
511.0,390.95,779.5749999999992,2022-03-15,2022-03-15,690.0
540.5,410.5,794.9249999999995,2022-03-16,2022-03-16,665.0
561.5,418.05,821.5749999999996,2022-03-17,2022-03-17,687.0
595.0,460.225,873.5249999999996,2022-03-18,2022-03-18,633.0
620.5,473.9,925.3,2022-03-19,2022-03-19,436.0
660.0,483.825,970.675,2022-03-20,2022-03-20,457.0
706.0,532.75,1037.6499999999994,2022-03-21,2022-03-21,815.0
740.0,571.8,1125.3,2022-03-22,2022-03-22,793.0
788.5,618.9,1167.7499999999998,2022-03-23,2022-03-23,793.0
847.0,626.35,1231.5499999999995,2022-03-24,2022-03-24,803.0
869.5,698.125,1252.0499999999995,2022-03-25,2022-03-25,783.0
888.0,711.85,1261.8749999999995,2022-03-26,2022-03-26,592.0
904.0,724.475,1283.775,2022-03-27,2022-03-27,595.0
914.5,715.8,1312.7499999999998,2022-03-28,2022-03-28,1052.0
919.0,731.45,1290.6,2022-03-29,2022-03-29,1026.0
931.5,727.425,1287.9249999999995,2022-03-30,2022-03-30,997.0
929.0,722.6,1235.25,2022-03-31,2022-03-31,927.0
951.5,756.125,1288.3999999999992,2022-04-01,2022-04-01,932.0
934.0,759.0,1263.2999999999995,2022-04-02,2022-04-02,650.0
951.0,742.375,1275.7499999999998,2022-04-03,2022-04-03,629.0
946.0,766.7,1216.675,2022-04-04,2022-04-04,1073.0
943.5,765.425,1193.1,2022-04-05,2022-04-05,1012.0
943.0,784.375,1192.05,2022-04-06,2022-04-06,1042.0
940.0,782.925,1192.1249999999998,2022-04-07,2022-04-07,1104.0
929.0,785.95,1176.0499999999995,2022-04-08,2022-04-08,959.0
920.0,796.0,1138.025,2022-04-09,2022-04-09,761.0
953.5,791.5,1136.3,2022-04-10,2022-04-10,680.0
942.0,808.75,1143.4499999999996,2022-04-11,2022-04-11,1163.0
937.5,787.65,1100.1749999999995,2022-04-12,2022-04-12,1199.0
924.5,786.95,1108.625,2022-04-13,2022-04-13,1003.0
923.0,802.275,1114.35,2022-04-14,2022-04-14,989.0
923.5,783.425,1060.5499999999995,2022-04-15,2022-04-15,948.0
905.5,805.425,1046.675,2022-04-16,2022-04-16,663.0
900.0,788.75,1012.525,2022-04-17,2022-04-17,569.0
889.5,790.475,994.725,2022-04-18,2022-04-18,659.0
877.0,780.7,968.1,2022-04-19,2022-04-19,1086.0
857.0,777.475,938.9749999999998,2022-04-20,2022-04-20,959.0
845.0,763.7,921.625,2022-04-21,2022-04-21,975.0
828.0,737.85,890.05,2022-04-22,2022-04-22,880.0
796.0,707.275,856.05,2022-04-23,2022-04-23,596.0
765.5,687.475,840.7249999999999,2022-04-24,2022-04-24,532.0
736.0,668.9,804.525,2022-04-25,2022-04-25,842.0
709.5,645.275,784.0,2022-04-26,2022-04-26,822.0
671.0,594.225,742.7249999999999,2022-04-27,2022-04-27,639.0
640.5,578.85,695.525,2022-04-28,2022-04-28,700.0
612.5,530.8,662.0,2022-04-29,2022-04-29,636.0
588.5,506.95,645.525,2022-04-30,2022-04-30,481.0
555.5,476.9,626.0999999999999,2022-05-01,2022-05-01,359.0
542.5,461.325,603.7749999999999,2022-05-02,2022-05-02,648.0
524.0,438.85,577.0,2022-05-03,2022-05-03,587.0
508.0,414.8,561.05,2022-05-04,2022-05-04,570.0
485.5,398.75,552.675,2022-05-05,2022-05-05,524.0
476.0,358.8,538.525,2022-05-06,2022-05-06,468.0
457.5,343.525,519.5749999999999,2022-05-07,2022-05-07,328.0
441.0,350.775,520.15,2022-05-08,2022-05-08,319.0
434.0,336.75,502.2499999999999,2022-05-09,2022-05-09,515.0
423.0,330.75,496.19999999999993,2022-05-10,2022-05-10,534.0
420.5,316.175,485.05,2022-05-11,2022-05-11,457.0
401.5,303.725,481.525,2022-05-12,2022-05-12,395.0
397.0,296.95,459.7249999999999,2022-05-13,2022-05-13,366.0
378.5,254.775,453.525,2022-05-14,2022-05-14,238.0
363.0,240.25,421.625,2022-05-15,2022-05-15,240.0
340.5,253.7,422.1,2022-05-16,2022-05-16,382.0
321.0,208.975,394.2499999999999,2022-05-17,2022-05-17,363.0
309.0,209.95,385.7249999999999,2022-05-18,2022-05-18,311.0
295.0,202.6,352.575,2022-05-19,2022-05-19,298.0
