ch-median,ch-p1,ch-p2,time,date,hosp_pred
31.0,20.95,45.04999999999998,2021-04-02,2021-04-02,12.0
30.0,20.0,41.0,2021-04-03,2021-04-03,10.0
30.0,20.475,47.52499999999999,2021-04-04,2021-04-04,16.0
31.0,19.425,45.574999999999974,2021-04-05,2021-04-05,8.0
31.0,19.0,45.04999999999998,2021-04-06,2021-04-06,11.0
31.5,20.0,42.04999999999998,2021-04-07,2021-04-07,4.0
32.0,19.475,46.52499999999999,2021-04-08,2021-04-08,9.0
31.0,19.95,43.0,2021-04-09,2021-04-09,11.0
32.0,19.475,44.52499999999999,2021-04-10,2021-04-10,12.0
29.0,19.0,44.52499999999999,2021-04-11,2021-04-11,8.0
30.0,20.0,40.0,2021-04-12,2021-04-12,13.0
29.5,19.0,41.0,2021-04-13,2021-04-13,11.0
28.0,16.475,39.52499999999999,2021-04-14,2021-04-14,13.0
28.0,17.475,40.52499999999999,2021-04-15,2021-04-15,12.0
27.0,16.0,43.0,2021-04-16,2021-04-16,6.0
26.5,15.475,39.0,2021-04-17,2021-04-17,9.0
27.0,15.95,38.52499999999999,2021-04-18,2021-04-18,8.0
25.0,13.95,42.04999999999998,2021-04-19,2021-04-19,9.0
25.0,15.0,37.574999999999974,2021-04-20,2021-04-20,11.0
24.0,16.0,37.099999999999966,2021-04-21,2021-04-21,13.0
24.0,14.0,36.574999999999974,2021-04-22,2021-04-22,6.0
24.0,12.475,34.52499999999999,2021-04-23,2021-04-23,8.0
25.0,14.0,38.0,2021-04-24,2021-04-24,5.0
21.0,12.0,33.0,2021-04-25,2021-04-25,5.0
22.0,13.0,35.0,2021-04-26,2021-04-26,9.0
22.0,12.475,33.52499999999999,2021-04-27,2021-04-27,13.0
21.0,10.475,33.52499999999999,2021-04-28,2021-04-28,5.0
20.0,12.0,32.0,2021-04-29,2021-04-29,8.0
20.0,10.475,32.04999999999998,2021-04-30,2021-04-30,7.0
19.5,11.475,32.0,2021-05-01,2021-05-01,8.0
19.0,11.0,33.04999999999998,2021-05-02,2021-05-02,2.0
20.5,11.475,30.52499999999999,2021-05-03,2021-05-03,7.0
20.0,11.95,30.52499999999999,2021-05-04,2021-05-04,12.0
21.0,11.475,31.0,2021-05-05,2021-05-05,9.0
21.0,11.475,32.0,2021-05-06,2021-05-06,12.0
22.0,9.95,33.0,2021-05-07,2021-05-07,5.0
20.0,12.0,32.0,2021-05-08,2021-05-08,10.0
21.0,10.475,33.0,2021-05-09,2021-05-09,8.0
19.0,10.475,34.52499999999999,2021-05-10,2021-05-10,6.0
18.0,10.475,31.52499999999999,2021-05-11,2021-05-11,11.0
18.0,8.475,27.049999999999983,2021-05-12,2021-05-12,4.0
17.5,8.475,27.0,2021-05-13,2021-05-13,5.0
15.0,9.0,28.52499999999999,2021-05-14,2021-05-14,5.0
15.0,7.0,24.52499999999999,2021-05-15,2021-05-15,6.0
15.0,8.0,24.52499999999999,2021-05-16,2021-05-16,8.0
14.0,5.475,21.52499999999999,2021-05-17,2021-05-17,3.0
14.0,6.475,22.52499999999999,2021-05-18,2021-05-18,8.0
13.0,7.0,21.0,2021-05-19,2021-05-19,8.0
13.0,5.0,22.52499999999999,2021-05-20,2021-05-20,10.0
11.0,3.475,23.52499999999999,2021-05-21,2021-05-21,5.0
10.5,4.475,21.0,2021-05-22,2021-05-22,4.0
11.0,3.475,18.0,2021-05-23,2021-05-23,3.0
11.0,4.0,20.0,2021-05-24,2021-05-24,9.0
10.0,3.475,18.0,2021-05-25,2021-05-25,5.0
10.0,3.475,16.52499999999999,2021-05-26,2021-05-26,6.0
9.0,4.0,16.52499999999999,2021-05-27,2021-05-27,11.0
8.0,2.0,17.0,2021-05-28,2021-05-28,4.0
9.0,3.0,17.0,2021-05-29,2021-05-29,5.0
8.0,3.0,15.0,2021-05-30,2021-05-30,6.0
8.0,2.0,15.0,2021-05-31,2021-05-31,3.0
8.0,2.475,14.0,2021-06-01,2021-06-01,12.0
8.0,2.475,14.524999999999991,2021-06-02,2021-06-02,9.0
7.0,2.475,14.524999999999991,2021-06-03,2021-06-03,4.0
7.0,3.0,12.524999999999991,2021-06-04,2021-06-04,7.0
7.0,2.0,14.0,2021-06-05,2021-06-05,2.0
6.0,2.0,13.524999999999991,2021-06-06,2021-06-06,4.0
6.0,1.0,13.524999999999991,2021-06-07,2021-06-07,3.0
6.0,1.0,12.0,2021-06-08,2021-06-08,3.0
6.0,1.0,13.524999999999991,2021-06-09,2021-06-09,3.0
5.0,2.0,12.0,2021-06-10,2021-06-10,5.0
6.0,2.0,11.0,2021-06-11,2021-06-11,4.0
5.0,2.475,12.0,2021-06-12,2021-06-12,9.0
5.0,0.4750000000000001,11.0,2021-06-13,2021-06-13,2.0
5.0,1.0,11.0,2021-06-14,2021-06-14,0.0
5.0,1.0,10.524999999999991,2021-06-15,2021-06-15,5.0
5.0,1.0,9.0,2021-06-16,2021-06-16,5.0
4.0,0.4750000000000001,10.0,2021-06-17,2021-06-17,3.0
4.0,1.0,10.0,2021-06-18,2021-06-18,2.0
4.0,0.4750000000000001,9.524999999999991,2021-06-19,2021-06-19,5.0
3.0,1.0,8.0,2021-06-20,2021-06-20,3.0
4.0,0.0,9.524999999999991,2021-06-21,2021-06-21,5.0
3.0,0.0,7.0,2021-06-22,2021-06-22,2.0
3.0,0.0,8.524999999999991,2021-06-23,2021-06-23,4.0
3.0,0.0,8.0,2021-06-24,2021-06-24,2.0
3.0,0.0,8.0,2021-06-25,2021-06-25,1.0
3.0,0.0,7.524999999999992,2021-06-26,2021-06-26,1.0
3.0,0.0,7.524999999999992,2021-06-27,2021-06-27,3.0
3.0,0.0,8.0,2021-06-28,2021-06-28,5.0
3.0,0.0,6.5249999999999915,2021-06-29,2021-06-29,4.0
2.0,0.0,7.524999999999992,2021-06-30,2021-06-30,2.0
2.0,0.0,7.0,2021-07-01,2021-07-01,0.0
2.0,0.0,7.0,2021-07-02,2021-07-02,1.0
3.0,0.0,6.0,2021-07-03,2021-07-03,1.0
2.5,0.0,7.0,2021-07-04,2021-07-04,1.0
2.0,0.0,7.0,2021-07-05,2021-07-05,1.0
2.0,0.0,7.0,2021-07-06,2021-07-06,1.0
3.0,0.0,7.0,2021-07-07,2021-07-07,4.0
3.0,0.0,6.0,2021-07-08,2021-07-08,4.0
3.0,0.0,8.0,2021-07-09,2021-07-09,5.0
3.0,0.0,6.0,2021-07-10,2021-07-10,2.0
3.0,0.0,7.524999999999992,2021-07-11,2021-07-11,0.0
3.0,0.4750000000000001,8.0,2021-07-12,2021-07-12,5.0
4.0,0.0,11.0,2021-07-13,2021-07-13,2.0
4.0,0.0,8.524999999999991,2021-07-14,2021-07-14,5.0
4.0,0.0,10.524999999999991,2021-07-15,2021-07-15,3.0
5.0,1.0,11.524999999999991,2021-07-16,2021-07-16,0.0
5.0,0.0,12.524999999999991,2021-07-17,2021-07-17,3.0
6.0,1.475,13.0,2021-07-18,2021-07-18,8.0
6.0,1.0,15.0,2021-07-19,2021-07-19,5.0
6.5,1.0,15.0,2021-07-20,2021-07-20,2.0
6.0,1.475,20.0,2021-07-21,2021-07-21,7.0
8.0,2.0,19.52499999999999,2021-07-22,2021-07-22,6.0
7.0,2.0,19.52499999999999,2021-07-23,2021-07-23,4.0
8.5,2.475,19.0,2021-07-24,2021-07-24,9.0
9.0,3.0,23.049999999999983,2021-07-25,2021-07-25,9.0
11.0,4.0,26.0,2021-07-26,2021-07-26,4.0
11.0,3.0,26.049999999999983,2021-07-27,2021-07-27,12.0
12.0,5.0,29.049999999999983,2021-07-28,2021-07-28,12.0
14.0,6.0,32.19999999999993,2021-07-29,2021-07-29,4.0
15.0,6.475,35.0,2021-07-30,2021-07-30,13.0
15.0,4.475,35.574999999999974,2021-07-31,2021-07-31,10.0
16.0,7.475,43.0,2021-08-01,2021-08-01,13.0
18.0,7.0,44.099999999999966,2021-08-02,2021-08-02,14.0
20.0,9.0,48.67499999999994,2021-08-03,2021-08-03,12.0
23.0,7.0,54.52499999999999,2021-08-04,2021-08-04,12.0
22.0,8.95,51.099999999999966,2021-08-05,2021-08-05,11.0
24.0,10.0,63.04999999999998,2021-08-06,2021-08-06,14.0
25.5,11.475,63.19999999999993,2021-08-07,2021-08-07,18.0
25.0,11.475,61.82499999999989,2021-08-08,2021-08-08,14.0
27.0,13.0,67.57499999999997,2021-08-09,2021-08-09,11.0
28.0,12.0,66.57499999999997,2021-08-10,2021-08-10,13.0
28.0,12.0,64.57499999999997,2021-08-11,2021-08-11,15.0
27.0,12.475,67.14999999999995,2021-08-12,2021-08-12,12.0
29.0,11.475,67.82499999999989,2021-08-13,2021-08-13,18.0
31.0,10.475,66.04999999999998,2021-08-14,2021-08-14,19.0
30.0,10.95,73.44999999999985,2021-08-15,2021-08-15,15.0
29.5,11.0,71.39999999999986,2021-08-16,2021-08-16,15.0
31.0,11.475,69.57499999999997,2021-08-17,2021-08-17,16.0
29.0,14.0,65.19999999999993,2021-08-18,2021-08-18,17.0
29.0,12.0,66.09999999999997,2021-08-19,2021-08-19,18.0
28.0,12.0,63.19999999999993,2021-08-20,2021-08-20,17.0
27.0,10.475,60.62499999999996,2021-08-21,2021-08-21,15.0
26.5,10.0,60.52499999999999,2021-08-22,2021-08-22,17.0
26.0,11.9,56.62499999999996,2021-08-23,2021-08-23,22.0
25.0,9.0,61.67499999999994,2021-08-24,2021-08-24,17.0
24.0,10.475,58.04999999999998,2021-08-25,2021-08-25,21.0
25.5,8.0,55.774999999999906,2021-08-26,2021-08-26,22.0
24.0,9.95,60.099999999999966,2021-08-27,2021-08-27,18.0
22.0,7.95,55.924999999999855,2021-08-28,2021-08-28,11.0
22.0,8.95,50.62499999999996,2021-08-29,2021-08-29,14.0
20.5,8.0,46.62499999999996,2021-08-30,2021-08-30,16.0
21.0,8.475,55.04999999999998,2021-08-31,2021-08-31,16.0
19.0,8.475,44.04999999999998,2021-09-01,2021-09-01,12.0
19.0,9.0,45.67499999999994,2021-09-02,2021-09-02,15.0
17.0,7.0,39.0,2021-09-03,2021-09-03,6.0
18.0,6.0,45.72499999999992,2021-09-04,2021-09-04,11.0
18.0,7.0,37.04999999999998,2021-09-05,2021-09-05,12.0
17.0,7.0,38.574999999999974,2021-09-06,2021-09-06,13.0
19.0,6.475,48.0,2021-09-07,2021-09-07,15.0
20.0,6.0,48.14999999999995,2021-09-08,2021-09-08,14.0
20.0,8.0,43.04999999999998,2021-09-09,2021-09-09,10.0
19.0,6.475,45.52499999999999,2021-09-10,2021-09-10,20.0
20.0,9.0,42.0,2021-09-11,2021-09-11,14.0
21.0,8.0,46.52499999999999,2021-09-12,2021-09-12,10.0
20.0,7.475,52.249999999999915,2021-09-13,2021-09-13,11.0
22.0,9.475,48.04999999999998,2021-09-14,2021-09-14,15.0
22.0,9.0,41.52499999999999,2021-09-15,2021-09-15,4.0
20.0,7.475,44.574999999999974,2021-09-16,2021-09-16,10.0
20.0,7.95,44.52499999999999,2021-09-17,2021-09-17,10.0
20.0,8.475,45.574999999999974,2021-09-18,2021-09-18,11.0
21.0,8.0,42.14999999999995,2021-09-19,2021-09-19,7.0
21.0,9.0,47.04999999999998,2021-09-20,2021-09-20,9.0
21.0,7.475,43.62499999999996,2021-09-21,2021-09-21,7.0
21.5,9.0,46.19999999999993,2021-09-22,2021-09-22,10.0
22.0,8.475,48.62499999999996,2021-09-23,2021-09-23,9.0
21.0,6.0,43.0,2021-09-24,2021-09-24,9.0
21.0,7.95,44.0,2021-09-25,2021-09-25,6.0
23.0,8.0,42.52499999999999,2021-09-26,2021-09-26,4.0
21.0,10.0,38.574999999999974,2021-09-27,2021-09-27,9.0
21.5,8.95,43.19999999999993,2021-09-28,2021-09-28,7.0
21.5,10.0,45.04999999999998,2021-09-29,2021-09-29,7.0
21.0,11.0,39.574999999999974,2021-09-30,2021-09-30,6.0
22.0,9.475,43.04999999999998,2021-10-01,2021-10-01,4.0
21.5,6.0,41.04999999999998,2021-10-02,2021-10-02,8.0
20.0,8.475,43.52499999999999,2021-10-03,2021-10-03,6.0
20.5,8.95,40.574999999999974,2021-10-04,2021-10-04,6.0
21.0,9.0,39.0,2021-10-05,2021-10-05,6.0
19.5,8.475,38.04999999999998,2021-10-06,2021-10-06,3.0
21.0,8.475,35.52499999999999,2021-10-07,2021-10-07,9.0
19.0,8.0,35.099999999999966,2021-10-08,2021-10-08,4.0
19.5,7.0,38.574999999999974,2021-10-09,2021-10-09,4.0
21.0,9.475,34.04999999999998,2021-10-10,2021-10-10,6.0
22.0,10.0,38.52499999999999,2021-10-11,2021-10-11,4.0
21.5,9.475,39.04999999999998,2021-10-12,2021-10-12,9.0
22.0,10.475,41.52499999999999,2021-10-13,2021-10-13,7.0
23.0,10.475,36.04999999999998,2021-10-14,2021-10-14,2.0
23.0,10.95,38.574999999999974,2021-10-15,2021-10-15,3.0
25.0,11.475,39.0,2021-10-16,2021-10-16,7.0
23.5,10.475,39.574999999999974,2021-10-17,2021-10-17,6.0
25.0,9.475,43.0,2021-10-18,2021-10-18,9.0
26.0,11.475,44.574999999999974,2021-10-19,2021-10-19,3.0
25.0,12.475,39.0,2021-10-20,2021-10-20,3.0
27.0,14.475,43.0,2021-10-21,2021-10-21,7.0
29.5,11.475,49.0,2021-10-22,2021-10-22,8.0
28.0,13.0,42.0,2021-10-23,2021-10-23,8.0
29.0,14.475,41.0,2021-10-24,2021-10-24,2.0
30.0,15.0,45.04999999999998,2021-10-25,2021-10-25,5.0
29.5,11.475,46.52499999999999,2021-10-26,2021-10-26,6.0
31.5,15.475,47.52499999999999,2021-10-27,2021-10-27,7.0
30.0,18.0,45.0,2021-10-28,2021-10-28,11.0
32.0,16.475,47.04999999999998,2021-10-29,2021-10-29,5.0
31.5,13.425,44.52499999999999,2021-10-30,2021-10-30,4.0
28.0,17.0,45.62499999999996,2021-10-31,2021-10-31,9.0
29.0,15.0,43.0,2021-11-01,2021-11-01,11.0
29.0,15.0,46.04999999999998,2021-11-02,2021-11-02,6.0
28.0,14.95,43.52499999999999,2021-11-03,2021-11-03,5.0
29.0,11.425,40.52499999999999,2021-11-04,2021-11-04,7.0
26.0,14.0,44.099999999999966,2021-11-05,2021-11-05,7.0
28.0,14.475,40.0,2021-11-06,2021-11-06,6.0
28.5,13.0,41.0,2021-11-07,2021-11-07,10.0
27.5,16.0,39.52499999999999,2021-11-08,2021-11-08,8.0
27.0,15.0,40.52499999999999,2021-11-09,2021-11-09,12.0
27.0,14.0,36.04999999999998,2021-11-10,2021-11-10,16.0
26.0,12.9,37.574999999999974,2021-11-11,2021-11-11,8.0
27.0,12.95,41.0,2021-11-12,2021-11-12,12.0
29.5,13.95,44.52499999999999,2021-11-13,2021-11-13,9.0
31.0,16.95,43.0,2021-11-14,2021-11-14,9.0
34.0,21.475,49.099999999999966,2021-11-15,2021-11-15,17.0
37.5,19.0,50.52499999999999,2021-11-16,2021-11-16,11.0
42.0,21.425,55.52499999999999,2021-11-17,2021-11-17,15.0
45.5,27.425,59.52499999999999,2021-11-18,2021-11-18,11.0
49.0,29.375,70.04999999999998,2021-11-19,2021-11-19,19.0
53.0,29.95,66.0,2021-11-20,2021-11-20,11.0
58.0,33.95,76.57499999999997,2021-11-21,2021-11-21,19.0
64.5,38.9,82.57499999999997,2021-11-22,2021-11-22,24.0
65.5,41.95,84.52499999999999,2021-11-23,2021-11-23,15.0
72.0,42.8,93.57499999999996,2021-11-24,2021-11-24,24.0
80.5,51.0,100.525,2021-11-25,2021-11-25,18.0
88.0,51.7,108.04999999999998,2021-11-26,2021-11-26,18.0
93.0,60.475,117.04999999999998,2021-11-27,2021-11-27,26.0
101.5,68.325,129.04999999999998,2021-11-28,2021-11-28,16.0
111.0,70.6,130.52499999999998,2021-11-29,2021-11-29,15.0
120.5,77.275,148.04999999999998,2021-11-30,2021-11-30,25.0
128.0,90.85,156.52499999999998,2021-12-01,2021-12-01,33.0
141.5,100.95,168.52499999999998,2021-12-02,2021-12-02,16.0
145.0,104.425,179.04999999999998,2021-12-03,2021-12-03,16.0
154.0,102.95,179.67499999999995,2021-12-04,2021-12-04,20.0
155.0,109.475,183.0,2021-12-05,2021-12-05,27.0
154.5,115.425,191.05,2021-12-06,2021-12-06,32.0
161.5,108.0,194.05,2021-12-07,2021-12-07,22.0
158.0,107.475,188.0,2021-12-08,2021-12-08,31.0
156.0,112.475,188.575,2021-12-09,2021-12-09,32.0
158.5,107.275,184.05,2021-12-10,2021-12-10,21.0
156.0,117.85,187.525,2021-12-11,2021-12-11,28.0
153.0,106.325,183.525,2021-12-12,2021-12-12,43.0
157.0,102.075,185.525,2021-12-13,2021-12-13,27.0
153.5,114.8,178.04999999999998,2021-12-14,2021-12-14,30.0
152.0,110.375,176.0,2021-12-15,2021-12-15,25.0
149.5,107.85,181.05,2021-12-16,2021-12-16,27.0
148.0,107.95,176.04999999999998,2021-12-17,2021-12-17,32.0
148.5,114.475,185.05,2021-12-18,2021-12-18,27.0
147.0,115.0,174.09999999999997,2021-12-19,2021-12-19,29.0
148.0,110.85,172.52499999999998,2021-12-20,2021-12-20,40.0
145.5,104.95,172.0,2021-12-21,2021-12-21,45.0
148.5,111.475,173.575,2021-12-22,2021-12-22,42.0
150.0,110.475,177.0,2021-12-23,2021-12-23,27.0
154.5,106.425,181.525,2021-12-24,2021-12-24,27.0
151.5,115.85,179.04999999999998,2021-12-25,2021-12-25,36.0
148.5,108.975,174.52499999999998,2021-12-26,2021-12-26,52.0
154.5,111.125,182.14999999999995,2021-12-27,2021-12-27,56.0
153.0,110.8,182.05,2021-12-28,2021-12-28,93.0
158.5,113.325,191.525,2021-12-29,2021-12-29,84.0
166.0,117.425,193.09999999999997,2021-12-30,2021-12-30,89.0
168.5,121.7,210.575,2021-12-31,2021-12-31,77.0
178.0,129.075,216.09999999999997,2022-01-01,2022-01-01,66.0
189.0,130.95,227.19999999999993,2022-01-02,2022-01-02,96.0
201.0,148.225,240.575,2022-01-03,2022-01-03,112.0
213.0,160.425,257.575,2022-01-04,2022-01-04,111.0
228.0,176.175,284.2999999999999,2022-01-05,2022-01-05,122.0
244.0,172.4,290.09999999999997,2022-01-06,2022-01-06,96.0
256.5,193.95,310.0,2022-01-07,2022-01-07,109.0
268.5,195.275,331.39999999999986,2022-01-08,2022-01-08,115.0
275.0,217.65,338.15,2022-01-09,2022-01-09,100.0
287.0,234.0,334.04999999999995,2022-01-10,2022-01-10,125.0
288.0,216.5,343.525,2022-01-11,2022-01-11,125.0
301.5,244.425,357.19999999999993,2022-01-12,2022-01-12,146.0
312.5,244.75,357.15,2022-01-13,2022-01-13,156.0
309.0,235.7,362.0,2022-01-14,2022-01-14,137.0
314.5,252.225,360.7249999999999,2022-01-15,2022-01-15,153.0
320.5,257.9,374.62499999999994,2022-01-16,2022-01-16,146.0
325.5,259.425,375.4499999999998,2022-01-17,2022-01-17,178.0
324.0,266.95,373.525,2022-01-18,2022-01-18,162.0
320.0,260.375,377.0499999999999,2022-01-19,2022-01-19,182.0
328.5,269.95,387.8249999999999,2022-01-20,2022-01-20,190.0
323.0,277.475,373.525,2022-01-21,2022-01-21,141.0
317.0,262.95,365.0499999999999,2022-01-22,2022-01-22,144.0
320.5,275.325,362.525,2022-01-23,2022-01-23,139.0
319.0,268.95,360.6749999999999,2022-01-24,2022-01-24,200.0
310.0,268.375,354.67499999999995,2022-01-25,2022-01-25,195.0
305.5,265.9,358.62499999999994,2022-01-26,2022-01-26,191.0
299.5,261.425,341.04999999999995,2022-01-27,2022-01-27,166.0
292.0,250.95,358.67499999999995,2022-01-28,2022-01-28,137.0
288.0,249.8,343.09999999999997,2022-01-29,2022-01-29,143.0
287.0,252.425,352.04999999999995,2022-01-30,2022-01-30,147.0
287.5,253.0,356.19999999999993,2022-01-31,2022-01-31,166.0
284.0,253.0,353.2999999999999,2022-02-01,2022-02-01,153.0
286.5,236.9,354.09999999999997,2022-02-02,2022-02-02,154.0
283.0,233.425,354.04999999999995,2022-02-03,2022-02-03,140.0
280.0,240.425,369.0499999999999,2022-02-04,2022-02-04,103.0
275.0,230.475,365.49999999999983,2022-02-05,2022-02-05,124.0
272.5,234.425,357.27499999999975,2022-02-06,2022-02-06,116.0
262.5,226.425,354.2499999999999,2022-02-07,2022-02-07,135.0
258.0,215.475,340.0749999999998,2022-02-08,2022-02-08,124.0
252.5,217.425,326.67499999999995,2022-02-09,2022-02-09,107.0
251.5,193.475,325.0749999999998,2022-02-10,2022-02-10,105.0
244.0,194.95,331.525,2022-02-11,2022-02-11,92.0
226.0,188.95,301.09999999999997,2022-02-12,2022-02-12,81.0
213.0,171.475,279.575,2022-02-13,2022-02-13,79.0
197.5,156.0,259.0,2022-02-14,2022-02-14,108.0
185.0,145.95,250.05,2022-02-15,2022-02-15,91.0
176.0,140.0,233.09999999999997,2022-02-16,2022-02-16,90.0
158.0,122.475,222.19999999999993,2022-02-17,2022-02-17,83.0
148.0,112.475,201.34999999999988,2022-02-18,2022-02-18,63.0
139.5,110.95,187.19999999999993,2022-02-19,2022-02-19,51.0
131.0,91.375,172.19999999999993,2022-02-20,2022-02-20,51.0
118.5,87.95,169.24999999999991,2022-02-21,2022-02-21,61.0
109.0,80.95,153.575,2022-02-22,2022-02-22,63.0
101.0,75.425,133.52499999999998,2022-02-23,2022-02-23,49.0
93.5,68.475,127.525,2022-02-24,2022-02-24,55.0
85.0,67.0,122.24999999999991,2022-02-25,2022-02-25,46.0
81.5,55.425,113.19999999999992,2022-02-26,2022-02-26,45.0
77.5,56.475,106.04999999999998,2022-02-27,2022-02-27,56.0
72.0,47.0,104.525,2022-02-28,2022-02-28,69.0
67.5,48.475,96.09999999999997,2022-03-01,2022-03-01,31.0
65.5,45.0,88.52499999999999,2022-03-02,2022-03-02,44.0
62.5,40.475,95.67499999999994,2022-03-03,2022-03-03,39.0
61.0,42.475,89.09999999999997,2022-03-04,2022-03-04,38.0
59.0,39.475,79.62499999999996,2022-03-05,2022-03-05,39.0
58.0,41.0,90.62499999999996,2022-03-06,2022-03-06,38.0
60.0,40.95,84.14999999999995,2022-03-07,2022-03-07,52.0
57.0,39.0,77.52499999999999,2022-03-08,2022-03-08,34.0
56.0,39.0,87.57499999999997,2022-03-09,2022-03-09,38.0
57.0,41.475,78.14999999999995,2022-03-10,2022-03-10,53.0
57.0,40.475,80.0,2022-03-11,2022-03-11,37.0
58.0,40.95,80.0,2022-03-12,2022-03-12,52.0
61.0,42.475,84.04999999999998,2022-03-13,2022-03-13,63.0
64.0,49.0,87.52499999999999,2022-03-14,2022-03-14,75.0
68.5,43.0,91.57499999999996,2022-03-15,2022-03-15,47.0
71.0,48.475,99.525,2022-03-16,2022-03-16,48.0
74.0,52.95,109.09999999999997,2022-03-17,2022-03-17,64.0
77.0,56.95,121.0,2022-03-18,2022-03-18,46.0
85.0,63.95,117.62499999999996,2022-03-19,2022-03-19,49.0
90.0,62.425,116.09999999999997,2022-03-20,2022-03-20,54.0
93.0,72.0,122.525,2022-03-21,2022-03-21,85.0
102.0,76.0,139.44999999999985,2022-03-22,2022-03-22,56.0
106.0,77.95,138.2999999999999,2022-03-23,2022-03-23,66.0
111.0,84.95,145.0,2022-03-24,2022-03-24,69.0
114.0,79.95,155.0,2022-03-25,2022-03-25,57.0
116.5,90.95,156.62499999999994,2022-03-26,2022-03-26,46.0
121.0,91.9,155.575,2022-03-27,2022-03-27,56.0
118.0,93.95,155.52499999999998,2022-03-28,2022-03-28,74.0
120.0,87.425,162.575,2022-03-29,2022-03-29,71.0
121.0,88.475,164.2999999999999,2022-03-30,2022-03-30,81.0
117.0,96.475,162.77499999999992,2022-03-31,2022-03-31,61.0
118.5,84.9,157.04999999999998,2022-04-01,2022-04-01,60.0
119.0,83.0,155.49999999999983,2022-04-02,2022-04-02,42.0
119.0,90.475,152.19999999999993,2022-04-03,2022-04-03,63.0
112.0,85.425,149.575,2022-04-04,2022-04-04,78.0
115.0,89.475,147.0,2022-04-05,2022-04-05,63.0
114.5,89.0,148.04999999999998,2022-04-06,2022-04-06,74.0
114.0,87.9,142.0,2022-04-07,2022-04-07,68.0
114.0,88.95,137.52499999999998,2022-04-08,2022-04-08,66.0
111.5,80.95,143.7249999999999,2022-04-09,2022-04-09,56.0
107.0,86.475,133.52499999999998,2022-04-10,2022-04-10,62.0
110.0,87.475,129.04999999999998,2022-04-11,2022-04-11,87.0
107.0,86.425,131.0,2022-04-12,2022-04-12,83.0
106.5,84.475,130.09999999999997,2022-04-13,2022-04-13,77.0
107.0,84.9,121.0,2022-04-14,2022-04-14,59.0
102.5,86.425,125.525,2022-04-15,2022-04-15,56.0
101.0,83.0,122.57499999999996,2022-04-16,2022-04-16,36.0
98.0,77.0,119.525,2022-04-17,2022-04-17,44.0
95.5,76.9,115.09999999999997,2022-04-18,2022-04-18,59.0
91.0,74.425,109.525,2022-04-19,2022-04-19,64.0
92.0,71.475,108.04999999999998,2022-04-20,2022-04-20,40.0
86.5,70.475,104.0,2022-04-21,2022-04-21,47.0
81.5,65.475,97.0,2022-04-22,2022-04-22,35.0
80.0,62.95,98.0,2022-04-23,2022-04-23,50.0
76.5,60.475,100.04999999999998,2022-04-24,2022-04-24,49.0
73.0,57.475,90.0,2022-04-25,2022-04-25,52.0
70.0,56.95,87.04999999999998,2022-04-26,2022-04-26,45.0
69.0,51.95,83.52499999999999,2022-04-27,2022-04-27,45.0
63.0,48.475,76.0,2022-04-28,2022-04-28,41.0
61.5,46.475,77.0,2022-04-29,2022-04-29,33.0
56.5,42.0,71.0,2022-04-30,2022-04-30,31.0
53.0,38.475,67.52499999999999,2022-05-01,2022-05-01,27.0
53.0,36.95,65.52499999999999,2022-05-02,2022-05-02,24.0
50.0,37.95,63.574999999999974,2022-05-03,2022-05-03,37.0
47.5,29.475,61.52499999999999,2022-05-04,2022-05-04,31.0
46.5,30.0,60.52499999999999,2022-05-05,2022-05-05,32.0
45.5,31.475,57.0,2022-05-06,2022-05-06,25.0
44.0,30.475,56.52499999999999,2022-05-07,2022-05-07,20.0
44.0,30.95,58.04999999999998,2022-05-08,2022-05-08,28.0
43.0,28.0,56.52499999999999,2022-05-09,2022-05-09,32.0
42.0,30.95,57.04999999999998,2022-05-10,2022-05-10,42.0
42.0,27.475,53.04999999999998,2022-05-11,2022-05-11,25.0
40.0,27.0,57.04999999999998,2022-05-12,2022-05-12,24.0
39.0,23.95,57.52499999999999,2022-05-13,2022-05-13,17.0
37.0,25.0,50.0,2022-05-14,2022-05-14,17.0
37.0,23.0,49.52499999999999,2022-05-15,2022-05-15,34.0
36.0,23.0,50.0,2022-05-16,2022-05-16,33.0
36.0,22.475,48.52499999999999,2022-05-17,2022-05-17,35.0
33.0,19.475,45.0,2022-05-18,2022-05-18,17.0
31.0,18.475,44.04999999999998,2022-05-19,2022-05-19,15.0
29.0,18.475,41.04999999999998,2022-05-20,2022-05-20,18.0
26.0,13.0,38.52499999999999,2022-05-21,2022-05-21,16.0
26.0,14.475,38.0,2022-05-22,2022-05-22,16.0
